"individual_id","holder_id","household_id","ea_id","rural","pw","saq01","saq02","saq03","saq04","saq05","saq06","ph_saq07","ph_s1q00","ph_s1q02","ph_s1q03","ph_s1q04","ph_s1q05"
"0711030130204503","0711030130204501","07110301302045","07110301302",1,2020.60485839844,7,11,3,13,2,45,1,3,9,1,4,
"0711030130204504","0711030130204501","07110301302045","07110301302",1,2020.60485839844,7,11,3,13,2,45,1,4,12,2,4,
"0711030130204505","0711030130204501","07110301302045","07110301302",1,2020.60485839844,7,11,3,13,2,45,1,5,3,1,4,
"0711030130206601","0711030130206601","07110301302066","07110301302",1,2020.60485839844,7,11,3,13,2,66,1,1,31,2,3,"X"
"0711030130206602","0711030130206601","07110301302066","07110301302",1,2020.60485839844,7,11,3,13,2,66,1,2,11,2,4,
"0711030130206603","0711030130206601","07110301302066","07110301302",1,2020.60485839844,7,11,3,13,2,66,1,3,9,1,4,
"0711030130206604","0711030130206601","07110301302066","07110301302",1,2020.60485839844,7,11,3,13,2,66,1,4,7,2,4,
"0711030130206605","0711030130206601","07110301302066","07110301302",1,2020.60485839844,7,11,3,13,2,66,1,5,0,1,4,
"0711030130208701","0711030130208701","07110301302087","07110301302",1,2020.60485839844,7,11,3,13,2,87,1,1,45,1,3,"X"
"0711030130208702","0711030130208701","07110301302087","07110301302",1,2020.60485839844,7,11,3,13,2,87,1,2,42,2,4,
"0711030130208703","0711030130208701","07110301302087","07110301302",1,2020.60485839844,7,11,3,13,2,87,1,3,25,1,1,
"0711030130208704","0711030130208701","07110301302087","07110301302",1,2020.60485839844,7,11,3,13,2,87,1,4,11,2,4,
"0711030130208705","0711030130208701","07110301302087","07110301302",1,2020.60485839844,7,11,3,13,2,87,1,5,8,2,4,
"0711030130208706","0711030130208701","07110301302087","07110301302",1,2020.60485839844,7,11,3,13,2,87,1,6,4,2,4,
"0711030130208707","0711030130208701","07110301302087","07110301302",1,2020.60485839844,7,11,3,13,2,87,1,7,2,1,4,
"0711030130208701","0711030130208703","07110301302087","07110301302",1,2020.60485839844,7,11,3,13,2,87,3,1,45,1,3,"X"
"0711030130208702","0711030130208703","07110301302087","07110301302",1,2020.60485839844,7,11,3,13,2,87,3,2,42,2,4,
"0711030130208703","0711030130208703","07110301302087","07110301302",1,2020.60485839844,7,11,3,13,2,87,3,3,25,1,3,"X"
"0711030130208704","0711030130208703","07110301302087","07110301302",1,2020.60485839844,7,11,3,13,2,87,3,4,11,2,4,
"0711030130208705","0711030130208703","07110301302087","07110301302",1,2020.60485839844,7,11,3,13,2,87,3,5,8,2,4,
"0711030130208706","0711030130208703","07110301302087","07110301302",1,2020.60485839844,7,11,3,13,2,87,3,6,4,2,4,
"0711030130208707","0711030130208703","07110301302087","07110301302",1,2020.60485839844,7,11,3,13,2,87,3,7,2,1,4,
"0711030130210801","0711030130210801","07110301302108","07110301302",1,2020.60485839844,7,11,3,13,2,108,1,1,28,1,3,"X"
"0711030130210802","0711030130210801","07110301302108","07110301302",1,2020.60485839844,7,11,3,13,2,108,1,2,26,2,4,
"0711030130210803","0711030130210801","07110301302108","07110301302",1,2020.60485839844,7,11,3,13,2,108,1,3,7,1,4,
"0711030130210804","0711030130210801","07110301302108","07110301302",1,2020.60485839844,7,11,3,13,2,108,1,4,3,1,4,
"0711030130210805","0711030130210801","07110301302108","07110301302",1,2020.60485839844,7,11,3,13,2,108,1,5,1,1,4,
"0711030130212901","0711030130212901","07110301302129","07110301302",1,2020.60485839844,7,11,3,13,2,129,1,1,30,2,3,"X"
"0711030130212902","0711030130212901","07110301302129","07110301302",1,2020.60485839844,7,11,3,13,2,129,1,2,3,1,4,
"0711030130212903","0711030130212901","07110301302129","07110301302",1,2020.60485839844,7,11,3,13,2,129,1,3,10,1,4,
"0711030130215001","0711030130215001","07110301302150","07110301302",1,2020.60485839844,7,11,3,13,2,150,1,1,26,1,3,"X"
"0711030130215002","0711030130215001","07110301302150","07110301302",1,2020.60485839844,7,11,3,13,2,150,1,2,22,2,4,
"0711030130215003","0711030130215001","07110301302150","07110301302",1,2020.60485839844,7,11,3,13,2,150,1,3,3,1,4,
"0711030130215004","0711030130215001","07110301302150","07110301302",1,2020.60485839844,7,11,3,13,2,150,1,4,0,2,4,
"0711030130217101","0711030130217101","07110301302171","07110301302",1,2020.60485839844,7,11,3,13,2,171,1,1,20,1,3,"X"
"0711030130217102","0711030130217101","07110301302171","07110301302",1,2020.60485839844,7,11,3,13,2,171,1,2,20,2,4,
"0711030130217103","0711030130217101","07110301302171","07110301302",1,2020.60485839844,7,11,3,13,2,171,1,3,1,1,4,
"0711030130219201","0711030130219201","07110301302192","07110301302",1,2020.60485839844,7,11,3,13,2,192,1,1,33,1,3,"X"
"0711030130219202","0711030130219201","07110301302192","07110301302",1,2020.60485839844,7,11,3,13,2,192,1,2,31,2,4,
"0711030130219203","0711030130219201","07110301302192","07110301302",1,2020.60485839844,7,11,3,13,2,192,1,3,13,1,4,
"0711030130219204","0711030130219201","07110301302192","07110301302",1,2020.60485839844,7,11,3,13,2,192,1,4,7,1,4,
"0711030130219205","0711030130219201","07110301302192","07110301302",1,2020.60485839844,7,11,3,13,2,192,1,5,4,1,4,
"0711030130219206","0711030130219201","07110301302192","07110301302",1,2020.60485839844,7,11,3,13,2,192,1,6,9,2,4,
"0711030130219207","0711030130219201","07110301302192","07110301302",1,2020.60485839844,7,11,3,13,2,192,1,7,0,1,4,
"0711040030201201","0711040030201201","07110400302012","07110400302",0,1363.1728515625,7,11,4,3,2,12,1,1,51,1,2,"X"
"0711040030201202","0711040030201201","07110400302012","07110400302",0,1363.1728515625,7,11,4,3,2,12,1,2,44,2,4,
"0711040030201203","0711040030201201","07110400302012","07110400302",0,1363.1728515625,7,11,4,3,2,12,1,3,18,1,4,
"0711040030201204","0711040030201201","07110400302012","07110400302",0,1363.1728515625,7,11,4,3,2,12,1,4,15,2,4,
"0711040030201205","0711040030201201","07110400302012","07110400302",0,1363.1728515625,7,11,4,3,2,12,1,5,12,1,4,
"0711040030202701","0711040030202701","07110400302027","07110400302",0,1363.1728515625,7,11,4,3,2,27,1,1,41,1,3,"X"
"0711040030202702","0711040030202701","07110400302027","07110400302",0,1363.1728515625,7,11,4,3,2,27,1,2,36,2,4,
"0711040030202703","0711040030202701","07110400302027","07110400302",0,1363.1728515625,7,11,4,3,2,27,1,3,19,1,4,
"0711040030202704","0711040030202701","07110400302027","07110400302",0,1363.1728515625,7,11,4,3,2,27,1,4,16,2,4,
"0711040030202705","0711040030202701","07110400302027","07110400302",0,1363.1728515625,7,11,4,3,2,27,1,5,12,1,4,
"0711040030202706","0711040030202701","07110400302027","07110400302",0,1363.1728515625,7,11,4,3,2,27,1,6,8,2,4,
"0711040030204201","0711040030204201","07110400302042","07110400302",0,1363.1728515625,7,11,4,3,2,42,1,1,34,1,3,"X"
"0711040030204202","0711040030204201","07110400302042","07110400302",0,1363.1728515625,7,11,4,3,2,42,1,2,33,2,4,
"0711040030204203","0711040030204201","07110400302042","07110400302",0,1363.1728515625,7,11,4,3,2,42,1,3,11,1,4,
"0711040030204204","0711040030204201","07110400302042","07110400302",0,1363.1728515625,7,11,4,3,2,42,1,4,9,2,4,
"0711040030204205","0711040030204201","07110400302042","07110400302",0,1363.1728515625,7,11,4,3,2,42,1,5,7,1,4,
"0711040030204206","0711040030204201","07110400302042","07110400302",0,1363.1728515625,7,11,4,3,2,42,1,6,0,1,4,
"0711040030205701","0711040030205701","07110400302057","07110400302",0,1363.1728515625,7,11,4,3,2,57,1,1,44,1,3,"X"
"0711040030205702","0711040030205701","07110400302057","07110400302",0,1363.1728515625,7,11,4,3,2,57,1,2,40,2,4,
"0711040030205703","0711040030205701","07110400302057","07110400302",0,1363.1728515625,7,11,4,3,2,57,1,3,17,1,4,
"0711040030205704","0711040030205701","07110400302057","07110400302",0,1363.1728515625,7,11,4,3,2,57,1,4,15,2,4,
"0711040030205705","0711040030205701","07110400302057","07110400302",0,1363.1728515625,7,11,4,3,2,57,1,5,12,2,4,
"0711040030205706","0711040030205701","07110400302057","07110400302",0,1363.1728515625,7,11,4,3,2,57,1,6,10,2,4,
"0711040030205707","0711040030205701","07110400302057","07110400302",0,1363.1728515625,7,11,4,3,2,57,1,7,8,2,4,
"0711040030205708","0711040030205701","07110400302057","07110400302",0,1363.1728515625,7,11,4,3,2,57,1,8,5,1,4,
"0711040030205709","0711040030205701","07110400302057","07110400302",0,1363.1728515625,7,11,4,3,2,57,1,9,3,1,4,
"0711040030207201","0711040030207201","07110400302072","07110400302",0,1363.1728515625,7,11,4,3,2,72,1,1,45,1,3,"X"
"0711040030207202","0711040030207201","07110400302072","07110400302",0,1363.1728515625,7,11,4,3,2,72,1,2,36,2,4,
"0711040030207203","0711040030207201","07110400302072","07110400302",0,1363.1728515625,7,11,4,3,2,72,1,3,14,2,4,
"0711040030207204","0711040030207201","07110400302072","07110400302",0,1363.1728515625,7,11,4,3,2,72,1,4,8,1,4,
"0711040030207205","0711040030207201","07110400302072","07110400302",0,1363.1728515625,7,11,4,3,2,72,1,5,6,1,4,
"0711040030207206","0711040030207201","07110400302072","07110400302",0,1363.1728515625,7,11,4,3,2,72,1,6,4,1,4,
"0711040030207207","0711040030207201","07110400302072","07110400302",0,1363.1728515625,7,11,4,3,2,72,1,7,0,2,4,
"0711040030208701","0711040030208701","07110400302087","07110400302",0,1363.1728515625,7,11,4,3,2,87,1,1,36,1,3,"X"
"0711040030208702","0711040030208701","07110400302087","07110400302",0,1363.1728515625,7,11,4,3,2,87,1,2,30,2,4,
"0711040030208703","0711040030208701","07110400302087","07110400302",0,1363.1728515625,7,11,4,3,2,87,1,3,12,2,4,
"0711040030208704","0711040030208701","07110400302087","07110400302",0,1363.1728515625,7,11,4,3,2,87,1,4,9,1,4,
"0711040030208705","0711040030208701","07110400302087","07110400302",0,1363.1728515625,7,11,4,3,2,87,1,5,4,1,4,
"0711040030210201","0711040030210201","07110400302102","07110400302",0,1363.1728515625,7,11,4,3,2,102,1,1,36,1,3,"X"
"0711040030210202","0711040030210201","07110400302102","07110400302",0,1363.1728515625,7,11,4,3,2,102,1,2,32,2,4,
"0711040030210203","0711040030210201","07110400302102","07110400302",0,1363.1728515625,7,11,4,3,2,102,1,3,10,2,4,
"0711040030210204","0711040030210201","07110400302102","07110400302",0,1363.1728515625,7,11,4,3,2,102,1,4,8,2,4,
"0711040030210205","0711040030210201","07110400302102","07110400302",0,1363.1728515625,7,11,4,3,2,102,1,5,5,1,4,
"0711040030210206","0711040030210201","07110400302102","07110400302",0,1363.1728515625,7,11,4,3,2,102,1,6,1,1,4,
"0711040030210207","0711040030210201","07110400302102","07110400302",0,1363.1728515625,7,11,4,3,2,102,1,7,3,2,4,
"0711040030213201","0711040030213201","07110400302132","07110400302",0,1363.1728515625,7,11,4,3,2,132,1,1,29,1,3,"X"
"0711040030213202","0711040030213201","07110400302132","07110400302",0,1363.1728515625,7,11,4,3,2,132,1,2,25,2,4,
"0711040030213203","0711040030213201","07110400302132","07110400302",0,1363.1728515625,7,11,4,3,2,132,1,3,5,2,4,
"0711040030213204","0711040030213201","07110400302132","07110400302",0,1363.1728515625,7,11,4,3,2,132,1,4,15,1,4,
"0711040030214701","0711040030214702","07110400302147","07110400302",0,1363.1728515625,7,11,4,3,2,147,2,1,71,1,4,
"0711040030214702","0711040030214702","07110400302147","07110400302",0,1363.1728515625,7,11,4,3,2,147,2,2,45,2,3,"X"
"0711040030214703","0711040030214702","07110400302147","07110400302",0,1363.1728515625,7,11,4,3,2,147,2,3,16,1,4,
"0711040030214704","0711040030214702","07110400302147","07110400302",0,1363.1728515625,7,11,4,3,2,147,2,4,14,2,4,
"0711040030214705","0711040030214702","07110400302147","07110400302",0,1363.1728515625,7,11,4,3,2,147,2,5,9,1,4,
"0711040030214706","0711040030214702","07110400302147","07110400302",0,1363.1728515625,7,11,4,3,2,147,2,6,2,1,4,
"0711040030216201","0711040030216201","07110400302162","07110400302",0,1363.1728515625,7,11,4,3,2,162,1,1,64,1,3,"X"
"0711040030216202","0711040030216201","07110400302162","07110400302",0,1363.1728515625,7,11,4,3,2,162,1,2,42,2,4,
"0711040030216203","0711040030216201","07110400302162","07110400302",0,1363.1728515625,7,11,4,3,2,162,1,3,15,2,4,
"0711040030216204","0711040030216201","07110400302162","07110400302",0,1363.1728515625,7,11,4,3,2,162,1,4,13,2,4,
"0711040030216205","0711040030216201","07110400302162","07110400302",0,1363.1728515625,7,11,4,3,2,162,1,5,5,2,4,
"0711040030217701","0711040030217701","07110400302177","07110400302",0,1363.1728515625,7,11,4,3,2,177,1,1,45,2,3,"X"
"0711040030217702","0711040030217701","07110400302177","07110400302",0,1363.1728515625,7,11,4,3,2,177,1,2,21,1,4,
"0711040030217703","0711040030217701","07110400302177","07110400302",0,1363.1728515625,7,11,4,3,2,177,1,3,14,1,4,
"0711040030217704","0711040030217701","07110400302177","07110400302",0,1363.1728515625,7,11,4,3,2,177,1,4,11,2,4,
"0711040030217705","0711040030217701","07110400302177","07110400302",0,1363.1728515625,7,11,4,3,2,177,1,5,8,1,4,
"0711040030217706","0711040030217701","07110400302177","07110400302",0,1363.1728515625,7,11,4,3,2,177,1,6,4,1,4,
"0711040160300101","0711040160300101","07110401603001","07110401603",1,2028.34765625,7,11,4,16,3,1,1,1,48,1,3,"X"
"0711040160300102","0711040160300101","07110401603001","07110401603",1,2028.34765625,7,11,4,16,3,1,1,2,39,2,4,
"0711040160300103","0711040160300101","07110401603001","07110401603",1,2028.34765625,7,11,4,16,3,1,1,3,13,2,4,
"0711040160300104","0711040160300101","07110401603001","07110401603",1,2028.34765625,7,11,4,16,3,1,1,4,10,2,4,
"0711040160300105","0711040160300101","07110401603001","07110401603",1,2028.34765625,7,11,4,16,3,1,1,5,7,1,4,
"0711040160300106","0711040160300101","07110401603001","07110401603",1,2028.34765625,7,11,4,16,3,1,1,6,4,2,4,
"0711040160300107","0711040160300101","07110401603001","07110401603",1,2028.34765625,7,11,4,16,3,1,1,7,2,1,4,
"0711040160300108","0711040160300101","07110401603001","07110401603",1,2028.34765625,7,11,4,16,3,1,1,8,0,2,4,
"0711040160301301","0711040160301301","07110401603013","07110401603",1,2028.34765625,7,11,4,16,3,13,1,1,57,1,3,"X"
"0711040160301302","0711040160301301","07110401603013","07110401603",1,2028.34765625,7,11,4,16,3,13,1,2,34,2,4,
"0711040160301303","0711040160301301","07110401603013","07110401603",1,2028.34765625,7,11,4,16,3,13,1,3,18,1,4,
"0711040160301304","0711040160301301","07110401603013","07110401603",1,2028.34765625,7,11,4,16,3,13,1,4,14,2,4,
"0711040160301305","0711040160301301","07110401603013","07110401603",1,2028.34765625,7,11,4,16,3,13,1,5,9,1,4,
"0711040160301306","0711040160301301","07110401603013","07110401603",1,2028.34765625,7,11,4,16,3,13,1,6,7,1,4,
"0711040160301307","0711040160301301","07110401603013","07110401603",1,2028.34765625,7,11,4,16,3,13,1,7,3,1,4,
"0711040160301901","0711040160301901","07110401603019","07110401603",1,2028.34765625,7,11,4,16,3,19,1,1,59,2,3,"X"
"0711040160301902","0711040160301901","07110401603019","07110401603",1,2028.34765625,7,11,4,16,3,19,1,2,10,2,4,
"0711040160303101","0711040160303101","07110401603031","07110401603",1,2028.34765625,7,11,4,16,3,31,1,1,26,1,3,"X"
"0711040160303102","0711040160303101","07110401603031","07110401603",1,2028.34765625,7,11,4,16,3,31,1,2,19,2,4,
"0711040160303103","0711040160303101","07110401603031","07110401603",1,2028.34765625,7,11,4,16,3,31,1,3,0,2,4,
"0711040160303701","0711040160303701","07110401603037","07110401603",1,2028.34765625,7,11,4,16,3,37,1,1,56,1,3,"X"
"0711040160303702","0711040160303701","07110401603037","07110401603",1,2028.34765625,7,11,4,16,3,37,1,2,46,2,4,
"0711040160303703","0711040160303701","07110401603037","07110401603",1,2028.34765625,7,11,4,16,3,37,1,3,21,1,4,
"0711040160303704","0711040160303701","07110401603037","07110401603",1,2028.34765625,7,11,4,16,3,37,1,4,14,2,4,
"0711040160303705","0711040160303701","07110401603037","07110401603",1,2028.34765625,7,11,4,16,3,37,1,5,13,2,4,
"0711040160303706","0711040160303701","07110401603037","07110401603",1,2028.34765625,7,11,4,16,3,37,1,6,11,1,4,
"0711040160303707","0711040160303701","07110401603037","07110401603",1,2028.34765625,7,11,4,16,3,37,1,7,6,2,4,
"0711040160303708","0711040160303701","07110401603037","07110401603",1,2028.34765625,7,11,4,16,3,37,1,8,31,2,4,
"0711040160305501","0711040160305501","07110401603055","07110401603",1,2028.34765625,7,11,4,16,3,55,1,1,34,1,3,"X"
"0711040160305502","0711040160305501","07110401603055","07110401603",1,2028.34765625,7,11,4,16,3,55,1,2,30,2,4,
"0711040160305503","0711040160305501","07110401603055","07110401603",1,2028.34765625,7,11,4,16,3,55,1,3,12,2,4,
"0711040160305504","0711040160305501","07110401603055","07110401603",1,2028.34765625,7,11,4,16,3,55,1,4,10,2,4,
"0711040160305505","0711040160305501","07110401603055","07110401603",1,2028.34765625,7,11,4,16,3,55,1,5,7,1,4,
"0711040160305506","0711040160305501","07110401603055","07110401603",1,2028.34765625,7,11,4,16,3,55,1,6,5,2,4,
"0711040160305507","0711040160305501","07110401603055","07110401603",1,2028.34765625,7,11,4,16,3,55,1,7,1,1,4,
"0711040160307301","0711040160307301","07110401603073","07110401603",1,2028.34765625,7,11,4,16,3,73,1,1,36,1,3,"X"
"0711040160307302","0711040160307301","07110401603073","07110401603",1,2028.34765625,7,11,4,16,3,73,1,2,31,2,4,
"0711040160307303","0711040160307301","07110401603073","07110401603",1,2028.34765625,7,11,4,16,3,73,1,3,12,1,4,
"0711040160307304","0711040160307301","07110401603073","07110401603",1,2028.34765625,7,11,4,16,3,73,1,4,8,2,4,
"0711040160307305","0711040160307301","07110401603073","07110401603",1,2028.34765625,7,11,4,16,3,73,1,5,6,2,4,
"0711040160307306","0711040160307301","07110401603073","07110401603",1,2028.34765625,7,11,4,16,3,73,1,6,2,1,4,
"0711040160309101","0711040160309101","07110401603091","07110401603",1,2028.34765625,7,11,4,16,3,91,1,1,28,1,3,"X"
"0711040160309102","0711040160309101","07110401603091","07110401603",1,2028.34765625,7,11,4,16,3,91,1,2,19,2,4,
"0711040160310901","0711040160310901","07110401603109","07110401603",1,2028.34765625,7,11,4,16,3,109,1,1,26,1,3,"X"
"0711040160310902","0711040160310901","07110401603109","07110401603",1,2028.34765625,7,11,4,16,3,109,1,2,21,2,4,
"0711040160310903","0711040160310901","07110401603109","07110401603",1,2028.34765625,7,11,4,16,3,109,1,3,11,1,4,
"0711040160310904","0711040160310901","07110401603109","07110401603",1,2028.34765625,7,11,4,16,3,109,1,4,8,1,4,
"0711040160310905","0711040160310901","07110401603109","07110401603",1,2028.34765625,7,11,4,16,3,109,1,5,0,1,4,
"0711040160312701","0711040160312701","07110401603127","07110401603",1,2028.34765625,7,11,4,16,3,127,1,1,61,1,3,"X"
"0711040160312702","0711040160312701","07110401603127","07110401603",1,2028.34765625,7,11,4,16,3,127,1,2,48,2,4,
"0711040160312703","0711040160312701","07110401603127","07110401603",1,2028.34765625,7,11,4,16,3,127,1,3,16,1,4,
"0711040160312704","0711040160312701","07110401603127","07110401603",1,2028.34765625,7,11,4,16,3,127,1,4,13,2,4,
"0711040160312705","0711040160312701","07110401603127","07110401603",1,2028.34765625,7,11,4,16,3,127,1,5,11,1,4,
"0711040160312706","0711040160312701","07110401603127","07110401603",1,2028.34765625,7,11,4,16,3,127,1,6,7,2,4,
"0711040160314501","0711040160314501","07110401603145","07110401603",1,2028.34765625,7,11,4,16,3,145,1,1,54,2,3,"X"
"0711040160314502","0711040160314501","07110401603145","07110401603",1,2028.34765625,7,11,4,16,3,145,1,2,28,2,4,
"0711040160314503","0711040160314501","07110401603145","07110401603",1,2028.34765625,7,11,4,16,3,145,1,3,12,1,4,
"0711040160314504","0711040160314501","07110401603145","07110401603",1,2028.34765625,7,11,4,16,3,145,1,4,8,2,4,
"0711040160314505","0711040160314501","07110401603145","07110401603",1,2028.34765625,7,11,4,16,3,145,1,5,4,2,4,
"0711040160314506","0711040160314501","07110401603145","07110401603",1,2028.34765625,7,11,4,16,3,145,1,6,2,2,4,
"0711040160316301","0711040160316301","07110401603163","07110401603",1,2028.34765625,7,11,4,16,3,163,1,1,31,1,3,"X"
"0711040160316302","0711040160316301","07110401603163","07110401603",1,2028.34765625,7,11,4,16,3,163,1,2,24,2,4,
"0711040160316303","0711040160316301","07110401603163","07110401603",1,2028.34765625,7,11,4,16,3,163,1,3,4,1,4,
"0711040160316304","0711040160316301","07110401603163","07110401603",1,2028.34765625,7,11,4,16,3,163,1,4,0,2,4,
"0711050200300301","0711050200300301","07110502003003","07110502003",1,1456.9169921875,7,11,5,20,3,3,1,1,29,1,1,"X"
"0711050200300302","0711050200300301","07110502003003","07110502003",1,1456.9169921875,7,11,5,20,3,3,1,2,26,2,4,
"0711050200300303","0711050200300301","07110502003003","07110502003",1,1456.9169921875,7,11,5,20,3,3,1,3,1,2,4,
"0711050200301501","0711050200301501","07110502003015","07110502003",1,1456.9169921875,7,11,5,20,3,15,1,1,36,1,3,"X"
"0711050200301502","0711050200301501","07110502003015","07110502003",1,1456.9169921875,7,11,5,20,3,15,1,2,33,2,4,
"0711050200301503","0711050200301501","07110502003015","07110502003",1,1456.9169921875,7,11,5,20,3,15,1,3,12,1,1,"X"
"0711050200301501","0711050200301503","07110502003015","07110502003",1,1456.9169921875,7,11,5,20,3,15,3,1,36,1,3,"X"
"0711050200301502","0711050200301503","07110502003015","07110502003",1,1456.9169921875,7,11,5,20,3,15,3,2,33,2,4,
"0711050200301503","0711050200301503","07110502003015","07110502003",1,1456.9169921875,7,11,5,20,3,15,3,3,12,1,1,"X"
"0711050200302101","0711050200302101","07110502003021","07110502003",1,1456.9169921875,7,11,5,20,3,21,1,1,31,1,3,"X"
"0711050200302102","0711050200302101","07110502003021","07110502003",1,1456.9169921875,7,11,5,20,3,21,1,2,28,2,4,
"0711050200302103","0711050200302101","07110502003021","07110502003",1,1456.9169921875,7,11,5,20,3,21,1,3,7,2,4,
"0711050200302104","0711050200302101","07110502003021","07110502003",1,1456.9169921875,7,11,5,20,3,21,1,4,5,1,4,
"0711050200302105","0711050200302101","07110502003021","07110502003",1,1456.9169921875,7,11,5,20,3,21,1,5,1,1,4,
"0711050200303301","0711050200303301","07110502003033","07110502003",1,1456.9169921875,7,11,5,20,3,33,1,1,44,2,3,"X"
"0711050200303302","0711050200303301","07110502003033","07110502003",1,1456.9169921875,7,11,5,20,3,33,1,2,23,1,1,"X"
"0711050200303303","0711050200303301","07110502003033","07110502003",1,1456.9169921875,7,11,5,20,3,33,1,3,12,1,4,
"0711050200303304","0711050200303301","07110502003033","07110502003",1,1456.9169921875,7,11,5,20,3,33,1,4,10,1,4,
"0711050200303305","0711050200303301","07110502003033","07110502003",1,1456.9169921875,7,11,5,20,3,33,1,5,6,2,4,
"0711050200303306","0711050200303301","07110502003033","07110502003",1,1456.9169921875,7,11,5,20,3,33,1,6,4,1,4,
"0711050200303307","0711050200303301","07110502003033","07110502003",1,1456.9169921875,7,11,5,20,3,33,1,7,0,1,4,
"0711050200303301","0711050200303302","07110502003033","07110502003",1,1456.9169921875,7,11,5,20,3,33,2,1,44,2,3,"X"
"0711050200303302","0711050200303302","07110502003033","07110502003",1,1456.9169921875,7,11,5,20,3,33,2,2,23,1,1,"X"
"0711050200303303","0711050200303302","07110502003033","07110502003",1,1456.9169921875,7,11,5,20,3,33,2,3,12,1,4,
"0711050200303304","0711050200303302","07110502003033","07110502003",1,1456.9169921875,7,11,5,20,3,33,2,4,10,1,4,
"0711050200303305","0711050200303302","07110502003033","07110502003",1,1456.9169921875,7,11,5,20,3,33,2,5,6,2,4,
"0711050200303306","0711050200303302","07110502003033","07110502003",1,1456.9169921875,7,11,5,20,3,33,2,6,4,1,4,
"0711050200303307","0711050200303302","07110502003033","07110502003",1,1456.9169921875,7,11,5,20,3,33,2,7,0,1,4,
"0711050200303901","0711050200303901","07110502003039","07110502003",1,1456.9169921875,7,11,5,20,3,39,1,1,43,1,3,"X"
"0711050200303902","0711050200303901","07110502003039","07110502003",1,1456.9169921875,7,11,5,20,3,39,1,2,32,2,4,
"0711050200303903","0711050200303901","07110502003039","07110502003",1,1456.9169921875,7,11,5,20,3,39,1,3,6,1,4,
"0711050200303904","0711050200303901","07110502003039","07110502003",1,1456.9169921875,7,11,5,20,3,39,1,4,4,2,4,
"0711050200305701","0711050200305701","07110502003057","07110502003",1,1456.9169921875,7,11,5,20,3,57,1,1,33,1,3,"X"
"0711050200305702","0711050200305701","07110502003057","07110502003",1,1456.9169921875,7,11,5,20,3,57,1,2,28,2,4,
"0711050200305703","0711050200305701","07110502003057","07110502003",1,1456.9169921875,7,11,5,20,3,57,1,3,9,1,4,
"0711050200305704","0711050200305701","07110502003057","07110502003",1,1456.9169921875,7,11,5,20,3,57,1,4,6,1,4,
"0711050200305705","0711050200305701","07110502003057","07110502003",1,1456.9169921875,7,11,5,20,3,57,1,5,4,2,4,
"0711050200305706","0711050200305701","07110502003057","07110502003",1,1456.9169921875,7,11,5,20,3,57,1,6,1,1,4,
"0711050200307501","0711050200307501","07110502003075","07110502003",1,1456.9169921875,7,11,5,20,3,75,1,1,31,1,3,"X"
"0711050200307502","0711050200307501","07110502003075","07110502003",1,1456.9169921875,7,11,5,20,3,75,1,2,28,2,4,
"0711050200307503","0711050200307501","07110502003075","07110502003",1,1456.9169921875,7,11,5,20,3,75,1,3,10,2,4,
"0711050200307504","0711050200307501","07110502003075","07110502003",1,1456.9169921875,7,11,5,20,3,75,1,4,8,1,4,
"0711050200307505","0711050200307501","07110502003075","07110502003",1,1456.9169921875,7,11,5,20,3,75,1,5,5,2,4,
"0711050200307506","0711050200307501","07110502003075","07110502003",1,1456.9169921875,7,11,5,20,3,75,1,6,3,2,4,
"0711050200309301","0711050200309301","07110502003093","07110502003",1,1456.9169921875,7,11,5,20,3,93,1,1,28,1,3,"X"
"0711050200309302","0711050200309301","07110502003093","07110502003",1,1456.9169921875,7,11,5,20,3,93,1,2,26,2,4,
"0711050200309303","0711050200309301","07110502003093","07110502003",1,1456.9169921875,7,11,5,20,3,93,1,3,7,1,4,
"0711050200309304","0711050200309301","07110502003093","07110502003",1,1456.9169921875,7,11,5,20,3,93,1,4,4,1,4,
"0711050200309305","0711050200309301","07110502003093","07110502003",1,1456.9169921875,7,11,5,20,3,93,1,5,2,2,4,
"0711050200311101","0711050200311101","07110502003111","07110502003",1,1456.9169921875,7,11,5,20,3,111,1,1,27,1,3,"X"
"0711050200311102","0711050200311101","07110502003111","07110502003",1,1456.9169921875,7,11,5,20,3,111,1,2,23,2,4,
"0711050200311103","0711050200311101","07110502003111","07110502003",1,1456.9169921875,7,11,5,20,3,111,1,3,4,2,4,
"0711050200311104","0711050200311101","07110502003111","07110502003",1,1456.9169921875,7,11,5,20,3,111,1,4,1,1,4,
"0711050200312901","0711050200312901","07110502003129","07110502003",1,1456.9169921875,7,11,5,20,3,129,1,1,43,2,3,"X"
"0711050200312902","0711050200312901","07110502003129","07110502003",1,1456.9169921875,7,11,5,20,3,129,1,2,17,2,4,
"0711050200312903","0711050200312901","07110502003129","07110502003",1,1456.9169921875,7,11,5,20,3,129,1,3,14,2,4,
"0711050200312904","0711050200312901","07110502003129","07110502003",1,1456.9169921875,7,11,5,20,3,129,1,4,11,1,4,
"0711050200312905","0711050200312901","07110502003129","07110502003",1,1456.9169921875,7,11,5,20,3,129,1,5,5,1,4,
"0711050200312906","0711050200312901","07110502003129","07110502003",1,1456.9169921875,7,11,5,20,3,129,1,6,2,2,4,
"0711050200314701","0711050200314701","07110502003147","07110502003",1,1456.9169921875,7,11,5,20,3,147,1,1,32,2,3,"X"
