"household_id","ea_id","rural","pw","ent_id","saq01","saq02","saq03","saq04","saq05","saq06","saq07","saq08","hh_s11bq00","hh_s11bq01_a","hh_s11bq01_b","hh_s11bq01_c","hh_s11bq02","hh_s11bq03_a","hh_s11bq03_b","hh_s11bq04_a","hh_s11bq04_b","hh_s11bq05_a","hh_s11bq05_b","hh_s11bq06_a","hh_s11bq06_b","hh_s11bq07","hh_s11bq08_a","hh_s11bq08_b","hh_s11bq08_c","hh_s11bq09","hh_s11bq10","hh_s11bq11","hh_s11bq12_a","hh_s11bq12_b","hh_s11bq12_c","hh_s11bq12_d","hh_s11bq12_e","hh_s11bq13","hh_s11bq14","hh_s11bq15","hh_s11bq16_a","hh_s11bq16_b","hh_s11bq16_c","hh_s11bq17"
"06020701002137","06020701002",1,2738.32763671875,"0602070100213701",6,2,7,8,88,10,2,137,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06020701002156","06020701002",1,2738.32763671875,"0602070100215601",6,2,7,8,88,10,2,156,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06030100301002","06030100301",1,2530.673828125,"0603010030100201",6,3,1,8,88,3,1,2,1,,3,,9,1,,1,,1,1996,3,,2,11,1,2,6,12,0,,,,,,675,40,3,31,,,2
"06030100301002","06030100301",1,2530.673828125,"0603010030100202",6,3,1,8,88,3,1,2,2,,3,,9,2,,1,,2,1993,3,,2,11,1,2,7,8,0,,,,,,500,40,3,31,,,2
"06030100301021","06030100301",1,2530.673828125,"0603010030102101",6,3,1,8,88,3,1,21,1,,3,,9,1,,1,,4,1994,3,,2,12,1,2,5,22,0,,,,,,500,50,4,31,,,2
"06030100301040","06030100301",1,2530.673828125,"0603010030104001",6,3,1,8,88,3,1,40,1,,3,,9,1,,1,,3,1988,3,,2,12,1,2,12,26,0,,,,,,813,50,5,82,,,2
"06030100301040","06030100301",1,2530.673828125,"0603010030104002",6,3,1,8,88,3,1,40,2,,3,,9,2,,1,,1,2000,3,,2,12,1,2,12,22,0,,,,,,519,40,5,111,,,2
"06030100301058","06030100301",1,2530.673828125,"0603010030105801",6,3,1,8,88,3,1,58,1,,7,,3,1,,1,,1,1992,3,,2,12,1,2,12,22,0,,,,,,720,60,3,75,,,2
"06030100301058","06030100301",1,2530.673828125,"0603010030105802",6,3,1,8,88,3,1,58,2,,3,,9,2,,7,,3,2002,3,,2,12,1,2,1,4,0,,,,,,450,56,4,31,,,2
"06030100301058","06030100301",1,2530.673828125,"0603010030105803",6,3,1,8,88,3,1,58,3,,3,,9,4,,7,,3,2002,3,,2,12,1,2,1,4,0,,,,,,350,60,4,31,,,2
"06030100301058","06030100301",1,2530.673828125,"0603010030105804",6,3,1,8,88,3,1,58,4,,3,,9,5,,7,,2,2002,3,,2,12,1,2,1,4,0,,,,,,435,60,3,31,,,2
"06030100301058","06030100301",1,2530.673828125,"0603010030105805",6,3,1,8,88,3,1,58,5,,3,,9,6,,7,,2,2004,3,,2,12,1,2,1,4,0,,,,,,323,50,3,31,,,2
"06030100301076","06030100301",1,2530.673828125,"0603010030107601",6,3,1,8,88,3,1,76,1,,3,,9,1,,1,,3,1984,3,,2,1,2,12,3,11,0,,,,,,665,50,3,31,,,
"06030100301094","06030100301",1,2530.673828125,"0603010030109401",6,3,1,8,88,3,1,94,1,,3,,9,1,,1,,4,1979,3,,2,12,1,2,6,10,0,,,,,,623,40,3,31,,,2
"06030100301094","06030100301",1,2530.673828125,"0603010030109402",6,3,1,8,88,3,1,94,2,,3,,9,3,,1,,1,2001,3,,2,12,1,2,12,24,0,,,,,,560,40,2,31,,,2
"06030100301121","06030100301",1,2530.673828125,"0603010030112101",6,3,1,8,88,3,1,121,1,,3,,9,1,,1,,1,1993,3,,2,12,1,2,3,24,0,,,,,,532,100,3,31,,,2
"06030100301121","06030100301",1,2530.673828125,"0603010030112102",6,3,1,8,88,3,1,121,2,,3,,9,2,,1,,4,1997,3,,2,12,1,2,4,24,0,,,,,,673,100,3,31,,,2
"06030100301140","06030100301",1,2530.673828125,"0603010030114001",6,3,1,8,88,3,1,140,1,,3,,9,1,,1,,4,1969,3,,2,12,1,2,6,22,0,,,,,,625,36,3,31,,,2
"06030100301140","06030100301",1,2530.673828125,"0603010030114002",6,3,1,8,88,3,1,140,2,,3,,9,2,,1,,3,1979,3,,2,12,1,2,8,22,0,,,,,,710,36,3,31,,,2
"06030100301140","06030100301",1,2530.673828125,"0603010030114003",6,3,1,8,88,3,1,140,3,,3,,9,3,,1,,1,1995,3,,2,12,1,2,12,30,0,,,,,,830,36,5,31,,,2
"06030100301159","06030100301",1,2530.673828125,"0603010030115901",6,3,1,8,88,3,1,159,1,,1,,3,1,,1,2,9,2002,3,,2,12,1,2,7,25,0,,,,,,535,100,4,81,82,,2
"06030100301159","06030100301",1,2530.673828125,"0603010030115902",6,3,1,8,88,3,1,159,2,,3,,9,2,,1,,5,1999,3,,2,12,1,2,1,15,0,,,,,,630,50,3,31,,,2
"06030100301177","06030100301",1,2530.673828125,"0603010030117701",6,3,1,8,88,3,1,177,1,,3,,9,1,,1,,3,1986,3,,2,12,1,2,6,22,0,,,,,,562,138,3,31,,,2
"06030100301177","06030100301",1,2530.673828125,"0603010030117702",6,3,1,8,88,3,1,177,2,,3,,9,2,,1,,7,1989,3,,2,12,1,2,2,7,0,,,,,,375,138,3,31,,,2
"06030100301177","06030100301",1,2530.673828125,"0603010030117703",6,3,1,8,88,3,1,177,3,,3,,9,3,,1,,3,2001,3,,2,12,1,2,2,2,0,,,,,,363,138,3,31,,,2
"06030100301177","06030100301",1,2530.673828125,"0603010030117704",6,3,1,8,88,3,1,177,4,,3,,9,4,,1,,1,2002,3,,2,12,1,2,2,2,0,,,,,,510,138,2,31,,,2
"06030100301216","06030100301",1,3853.81787109375,"0603010030121601",6,3,1,8,88,3,1,216,1,,9,,2,1,2,2,,5,1996,1,,2,12,1,2,12,22,0,1,,,,,520,200,3,11,,,1
"06030100301216","06030100301",1,3853.81787109375,"0603010030121602",6,3,1,8,88,3,1,216,2,,3,,9,1,,7,,2,2000,3,,2,12,1,2,6,24,0,,,,,,610,100,4,31,,,2
"06030100301246","06030100301",1,3853.81787109375,"0603010030124601",6,3,1,8,88,3,1,246,1,,8,,1,1,2,7,,2,2000,1,,2,1,2,11,12,22,2,1,,,,,665,150,3,81,11,,1
"06030100301246","06030100301",1,3853.81787109375,"0603010030124602",6,3,1,8,88,3,1,246,2,,3,,9,1,,2,,6,2004,3,,2,1,2,11,12,22,0,,,,,,810,100,3,31,33,,2
"06030304202001","06030304202",1,4577.81298828125,"0603030420200101",6,3,3,8,88,42,2,1,1,,8,,3,2,,1,,2,2003,2,1,1,2,3,4,5,8,0,2,,,,,8,20,1,82,,,2
"06030304202016","06030304202",1,4577.81298828125,"0603030420201601",6,3,3,8,88,42,2,16,1,,7,,1,2,3,1,,11,2000,1,,2,2,5,10,12,20,0,2,3,,,,200,250,2,11,71,63,2
"06030304202016","06030304202",1,4577.81298828125,"0603030420201602",6,3,3,8,88,42,2,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06030304202037","06030304202",1,4577.81298828125,"0603030420203701",6,3,3,8,88,42,2,37,1,,8,,1,2,,1,,2,2000,2,1,2,3,4,5,8,4,0,2,3,,,,350,130,2,,,,2
"06030304202037","06030304202",1,4577.81298828125,"0603030420203702",6,3,3,8,88,42,2,37,2,,,,1,,,,,2,,2,,2,3,8,,4,,0,,,,,,,,,,,,
"06030304202046","06030304202",1,4577.81298828125,"0603030420204601",6,3,3,8,88,42,2,46,1,,7,,3,2,,1,10,9,2002,2,1,2,5,9,12,12,16,0,2,,,,,400,80,2,131,71,82,2
"06030304202082","06030304202",1,4577.81298828125,"0603030420208201",6,3,3,8,88,42,2,82,1,,7,,3,5,,7,,4,2004,2,,1,4,,,1,4,0,5,,,,,15,27,1,81,83,,2
"06030500102007","06030500102",0,1937.01049804688,"0603050010200701",6,3,5,1,1,1,2,7,1,,7,,5,1,,1,8,1,0,2,,1,5,6,7,3,8,0,1,3,,,,4000,3500,1,93,122,,1
"06030500102058","06030500102",0,1937.01049804688,"0603050010205801",6,3,5,1,1,1,2,58,1,,4,,3,1,,10,,7,2002,2,1,1,12,1,2,12,8,0,1,,,,,2240,2000,5,82,,,2
"06030500102075","06030500102",0,1937.01049804688,"0603050010207501",6,3,5,1,1,1,2,75,1,,7,,3,2,1,2,,8,2001,1,,1,4,5,6,12,8,0,,,,,,1000,800,2,71,91,,2
"06030500102092","06030500102",0,1937.01049804688,"0603050010209201",6,3,5,1,1,1,2,92,1,,9,,3,1,,2,,7,1996,2,,1,4,5,6,12,4,0,1,2,,,,1600,1200,1,111,,,2
"06030500102126","06030500102",0,1937.01049804688,"0603050010212601",6,3,5,1,1,1,2,126,1,,7,,3,1,2,8,,4,1998,3,,2,5,6,7,4,8,0,1,2,,,,1200,1000,5,71,82,91,1
"06030500102143","06030500102",0,1937.01049804688,"0603050010214301",6,3,5,1,1,1,2,143,1,,9,,3,2,,2,,3,1999,1,2,2,3,4,5,12,8,0,1,,,,,980,750,5,81,111,,2
"06030500102177","06030500102",0,1937.01049804688,"0603050010217701",6,3,5,1,1,1,2,177,1,,4,,4,1,,2,7,1,1994,1,2,2,4,5,6,12,30,1,1,3,4,5,,2000,1800,4,83,131,,1
"06030500102177","06030500102",0,1937.01049804688,"0603050010217702",6,3,5,1,1,1,2,177,2,,7,,3,1,,2,7,7,2001,2,1,2,5,6,7,12,8,2,1,3,4,5,,3000,2700,2,82,131,,2
"06030503003108","06030503003",1,3748.27612304688,"0603050300310801",6,3,5,8,88,30,3,108,1,,3,,9,1,2,7,,11,2003,3,,1,11,12,1,3,16,0,1,2,,,,400,20,2,,,,2
"06040200801001","06040200801",1,1315.07934570313,"0604020080100101",6,4,2,8,88,8,1,1,1,,3,,9,1,,1,,3,1995,3,,2,11,12,1,6,12,0,1,2,,,,1800,50,2,61,81,83,2
"06040200801001","06040200801",1,1315.07934570313,"0604020080100102",6,4,2,8,88,8,1,1,2,,3,,9,2,,1,,7,2000,3,,2,11,12,1,5,4,0,2,,,,,1500,40,1,81,83,,2
"06040200801013","06040200801",1,1315.07934570313,"0604020080101301",6,4,2,8,88,8,1,13,1,,3,,9,1,,1,,3,2002,3,,2,12,1,2,10,12,0,1,2,,,,1200,25,2,11,81,62,2
"06040200801025","06040200801",1,1315.07934570313,"0604020080102501",6,4,2,8,88,8,1,25,1,,3,,9,1,,1,,10,2001,3,,2,12,1,2,5,10,0,1,,,,,1370,30,2,82,81,111,2
"06040200801025","06040200801",1,1315.07934570313,"0604020080102502",6,4,2,8,88,8,1,25,2,,3,,9,2,,1,,11,2002,3,,2,12,1,2,4,6,0,2,,,,,1050,30,2,82,81,,2
"06040200801037","06040200801",1,1315.07934570313,"0604020080103701",6,4,2,8,88,8,1,37,1,,4,,2,2,,1,,1,1999,1,,1,6,7,8,6,2,0,2,,,,,80,20,1,81,11,82,2
"06040200801037","06040200801",1,1315.07934570313,"0604020080103702",6,4,2,8,88,8,1,37,2,,3,,9,1,,1,,1,1998,3,,2,12,1,2,8,14,0,1,,,,,1380,100,2,111,61,82,2
"06040200801049","06040200801",1,1315.07934570313,"0604020080104901",6,4,2,8,88,8,1,49,1,,4,,2,2,,1,,5,2002,1,,1,5,6,7,4,3,0,2,,,,,120,20,1,81,83,,2
"06040200801049","06040200801",1,1315.07934570313,"0604020080104902",6,4,2,8,88,8,1,49,2,,3,,9,1,,1,,1,2001,3,,2,11,12,1,5,5,0,1,,,,,1400,38,2,82,111,61,2
"06040200801063","06040200801",1,1315.07934570313,"0604020080106301",6,4,2,8,88,8,1,63,1,,4,,2,2,,1,,5,2002,1,,1,5,6,7,6,4,0,2,,,,,240,10,1,81,83,11,2
"06040200801063","06040200801",1,1315.07934570313,"0604020080106302",6,4,2,8,88,8,1,63,2,,3,,9,1,,1,,11,1999,3,,2,11,12,1,5,12,0,1,,,,,1280,80,2,83,61,,2
"06040200801063","06040200801",1,1315.07934570313,"0604020080106303",6,4,2,8,88,8,1,63,3,,3,,9,3,,1,,10,2002,3,,2,11,12,1,4,6,0,3,,,,,1000,50,2,,,,
"06040200801075","06040200801",1,1315.07934570313,"0604020080107501",6,4,2,8,88,8,1,75,1,,4,,2,2,,1,,5,2003,1,,1,5,6,7,5,4,0,2,,,,,160,12,1,81,11,,2
"06040200801075","06040200801",1,1315.07934570313,"0604020080107502",6,4,2,8,88,8,1,75,2,,3,,9,1,3,1,,9,2000,3,,2,12,1,2,4,5,0,1,3,,,,2000,120,2,61,,,2
"06040200801087","06040200801",1,1315.07934570313,"0604020080108701",6,4,2,8,88,8,1,87,1,,3,,9,1,,1,,5,1998,3,,2,11,12,1,6,13,0,1,,,,,1600,100,2,83,82,11,2
"06040200801087","06040200801",1,1315.07934570313,"0604020080108702",6,4,2,8,88,8,1,87,2,,3,,9,2,,1,,9,2000,3,,2,12,1,2,5,8,0,2,,,,,850,70,2,81,82,111,2
"06040200801099","06040200801",1,1315.07934570313,"0604020080109901",6,4,2,8,88,8,1,99,1,,3,,9,1,,1,,5,1997,3,,2,12,1,2,4,7,0,1,,,,,1200,30,2,82,81,,2
"06040200801099","06040200801",1,1315.07934570313,"0604020080109902",6,4,2,8,88,8,1,99,2,,3,,9,2,,1,,11,2001,3,,2,11,1,2,4,5,0,2,,,,,1050,30,2,81,111,,2
"06040500203037","06040500203",1,613.3515625,"0604050020303701",6,4,5,8,88,2,3,37,1,,4,,1,2,,1,,9,2003,1,2,1,2,3,4,5,5,0,1,,,,,200,80,2,83,102,,2
"06040500203128","06040500203",1,613.3515625,"0604050020312801",6,4,5,8,88,2,3,128,1,,4,,1,2,,1,,2,2004,1,,1,2,3,4,3,4,0,2,,,,,150,80,2,82,,,2
"06040500203362","06040500203",1,613.3515625,"0604050020336201",6,4,5,8,88,2,3,362,1,,4,,1,1,,1,,1,2003,1,2,2,2,3,4,8,11,0,1,,,,,240,100,4,81,111,,2
"06060800402004","06060800402",1,585.731994628906,"0606080040200401",6,6,8,8,88,4,2,4,1,,7,,7,1,,7,,10,2003,3,,1,10,1,2,3,30,0,1,,,,,750,,3,81,111,82,2
"06060800402022","06060800402",1,585.731994628906,"0606080040202201",6,6,8,8,88,4,2,22,1,,7,3,7,3,,7,,10,2003,3,,1,10,11,1,3,5,0,3,,,,,250,0,1,81,82,111,2
"06060800402041","06060800402",1,585.731994628906,"0606080040204101",6,6,8,8,88,4,2,41,1,,7,,7,1,,7,,8,2003,3,1,1,8,11,12,3,16,,,,,,,720,,3,82,111,102,2
"06060800402061","06060800402",1,585.731994628906,"0606080040206101",6,6,8,8,88,4,2,61,1,,7,,7,1,,7,1,8,2003,3,1,1,8,11,1,3,15,0,1,,,,,750,,2,81,111,102,2
"06060800402061","06060800402",1,585.731994628906,"0606080040206102",6,6,8,8,88,4,2,61,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06060800402079","06060800402",1,585.731994628906,"0606080040207901",6,6,8,8,88,4,2,79,1,,7,,7,1,,7,,8,2004,2,3,1,8,10,1,3,22,0,1,,,,,770,,1,81,82,111,2
"06060800402139","06060800402",1,585.731994628906,"0606080040213901",6,6,8,8,88,4,2,139,1,,7,,7,1,,7,,10,2003,3,,2,10,11,12,3,22,0,1,,,,,1465,,3,111,82,81,2
"06060800402154","06060800402",1,585.731994628906,"0606080040215401",6,6,8,8,88,4,2,154,1,,7,,1,1,,7,,,,2,1,1,,,,2,30,,1,,,,,120,,2,,,,2
"06060800402172","06060800402",1,585.731994628906,"0606080040217201",6,6,8,8,88,4,2,172,1,,8,,3,3,,1,,2,2004,1,2,1,3,4,5,4,27,,3,,,,,300,,2,83,82,,2
"06060801401166","06060801401",1,432.938201904297,"0606080140116601",6,6,8,8,88,14,1,166,1,,7,,1,2,,10,,2,1969,1,2,1,4,5,6,12,22,0,2,,,,,120,0,2,,,,2
"06060801401193","06060801401",1,432.938201904297,"0606080140119301",6,6,8,8,88,14,1,193,1,,7,,6,1,,1,2,6,2002,1,2,1,7,8,6,8,20,1,1,,,,,400,120,2,82,83,111,2
"06060801401220","06060801401",1,432.938201904297,"0606080140122001",6,6,8,8,88,14,1,220,1,,9,,6,1,,1,,6,1974,1,,1,1,2,3,12,30,0,1,,,,,180,0,4,,,,2
"07010300404004","07010300404",1,4011.10083007813,"0701030040400401",7,1,3,8,88,4,4,4,1,,,,3,,,10,,2,,2,1,1,2,3,4,12,28,0,2,,,,,120,200,2,81,82,83,2
"07010300404025","07010300404",1,4011.10083007813,"0701030040402501",7,1,3,8,88,4,4,25,1,,4,,1,2,3,1,2,4,2002,1,,2,4,5,7,12,26,0,2,3,,,,,,2,81,83,111,2
"07010300404110","07010300404",1,4011.10083007813,"0701030040411001",7,1,3,8,88,4,4,110,1,,9,,3,1,,2,1,3,2002,2,1,1,3,4,5,3,23,0,4,1,,,,1000,5000,2,81,83,131,2
"07010300404110","07010300404",1,4011.10083007813,"0701030040411002",7,1,3,8,88,4,4,110,2,,7,,3,2,5,10,1,1,2003,1,2,2,4,5,6,12,24,0,2,5,,,,100,250,2,83,82,81,2
"07010300404192","07010300404",1,1623.54089355469,"0701030040419201",7,1,3,8,88,4,4,192,1,,7,,,2,,2,,5,1995,2,3,2,4,5,6,12,18,0,2,,,,,,,2,81,83,,2
"07010300404199","07010300404",1,4011.10083007813,"0701030040419901",7,1,3,8,88,4,4,199,1,,,,,,,,,,,2,1,1,5,6,7,4,28,7,3,4,,,,1800,1200,2,81,13,,2
"07010300404211","07010300404",1,1623.54089355469,"0701030040421101",7,1,3,8,88,4,4,211,1,,5,,1,1,2,2,10,6,1990,1,,2,5,6,7,12,30,0,1,2,3,,,600,10000,2,83,12,,
"07010300404211","07010300404",1,1623.54089355469,"0701030040421102",7,1,3,8,88,4,4,211,2,,9,,1,2,1,2,10,1,1997,1,,2,4,6,9,12,30,0,2,3,,,,500,10000,2,,,,
"07010502502029","07010502502",1,4191.28173828125,"0701050250202901",7,1,5,8,88,25,2,29,1,,5,,2,1,,1,2,2,2001,3,,1,3,4,5,3,15,2,,,,,,7000,10000,2,64,62,,2
"07010800701024","07010800701",1,3846.5078125,"0701080070102401",7,1,8,8,88,7,1,24,1,,7,,1,1,,1,4,1,2004,1,2,1,3,4,5,5,16,,1,2,,,,180,300,3,53,82,101,2
"07010800701038","07010800701",1,3846.5078125,"0701080070103801",7,1,8,8,88,7,1,38,1,,5,,1,1,,1,2,2,2004,1,2,1,3,4,5,3,16,,2,,,,,180,380,2,83,81,82,2
"07010800701067","07010800701",1,3846.5078125,"0701080070106701",7,1,8,8,88,7,1,67,1,,5,,1,2,4,1,2,1,2004,1,2,1,3,4,5,5,16,0,,,,,,320,460,2,83,82,102,2
"07010800701173","07010800701",1,3846.5078125,"0701080070117301",7,1,8,8,88,7,1,173,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07010800701194","07010800701",1,3846.5078125,"0701080070119401",7,1,8,8,88,7,1,194,1,,1,,1,1,5,1,2,2,2004,1,2,1,3,4,2,3,22,0,1,,,,,240,400,3,83,102,101,2
"07011000102004","07011000102",0,1066.93786621094,"0701100010200401",7,1,10,1,1,1,2,4,1,,4,,3,2,,7,,3,2003,1,2,2,2,6,7,9,8,0,2,,,,,1100,1020,2,81,83,,2
"07011000102034","07011000102",0,1066.93786621094,"0701100010203401",7,1,10,1,1,1,2,34,1,,4,,2,1,,8,,4,2004,1,,2,4,5,,2,8,0,1,,,,,550,500,1,81,83,,1
"07011000102064","07011000102",0,1066.93786621094,"0701100010206401",7,1,10,1,1,1,2,64,1,,4,,4,2,,7,,1,2001,1,,2,4,5,6,12,30,0,2,,,,,2000,1600,2,81,82,92,1
"07011000102064","07011000102",0,1066.93786621094,"0701100010206402",7,1,10,1,1,1,2,64,2,,7,,9,1,,7,,3,1995,6,1,2,8,9,10,12,15,25,1,,,,,2500,2000,3,83,112,131,1
"07011000102079","07011000102",0,1066.93786621094,"0701100010207901",7,1,10,1,1,1,2,79,1,,7,,4,1,,2,,6,1982,1,,2,4,5,6,12,20,0,1,,,,,200,50,2,72,62,32,2
"07011000102124","07011000102",0,1066.93786621094,"0701100010212401",7,1,10,1,1,1,2,124,1,,7,,3,2,,8,,4,1995,2,,2,2,3,4,12,8,0,2,,,,,700,660,1,71,63,,2
"07011000102139","07011000102",0,1066.93786621094,"0701100010213901",7,1,10,1,1,1,2,139,1,,7,,4,1,,7,,4,1998,1,3,2,4,6,9,12,30,0,1,,,,,1100,1000,5,101,81,92,2
"07011000102154","07011000102",0,1066.93786621094,"0701100010215401",7,1,10,1,1,1,2,154,1,,7,,3,2,,7,,3,2004,2,1,1,4,5,3,3,8,0,2,,,,,320,240,3,75,82,91,2
"07011000102169","07011000102",0,1066.93786621094,"0701100010216901",7,1,10,1,1,1,2,169,1,,7,,4,2,,7,,1,2004,1,,2,1,2,5,5,20,0,2,3,,,,1500,1400,2,81,92,131,1
"07011100401004","07011100401",1,4514.1708984375,"0701110040100401",7,1,11,8,88,4,1,4,1,,7,,3,2,,7,,1,2004,2,2,1,2,3,4,4,10,0,,,,,,300,240,2,111,82,,2
"07011100401008","07011100401",1,4514.1708984375,"0701110040100801",7,1,11,8,88,4,1,8,1,,4,,4,1,,2,,3,1996,1,2,1,3,4,5,8,13,0,9,4,3,,,1600,70,5,81,101,,1
"07011100401019","07011100401",1,3761.80908203125,"0701110040101901",7,1,11,8,88,4,1,19,1,,14,,1,1,2,2,,1,1993,1,,2,1,2,3,12,23,0,2,,,,,800,400,2,83,81,,1
"07011100401020","07011100401",1,3761.80908203125,"0701110040102001",7,1,11,8,88,4,1,20,1,,7,,4,1,,2,,6,1990,2,1,,5,6,7,10,24,0,3,,,,,3000,90000,4,62,101,64,1
"07011100401020","07011100401",1,3761.80908203125,"0701110040102002",7,1,11,8,88,4,1,20,2,,4,,3,2,,2,,4,2001,2,1,,4,7,8,8,16,0,4,,,,,260,1000,2,83,111,82,2
"07011100401046","07011100401",1,4514.1708984375,"0701110040104601",7,1,11,8,88,4,1,46,1,,7,,6,1,,2,,2,1997,2,3,1,5,6,7,9,22,10,1,,,,,6000,12000,4,92,91,62,1
"07011100401046","07011100401",1,4514.1708984375,"0701110040104602",7,1,11,8,88,4,1,46,2,,7,,3,2,,2,,1,1999,1,2,1,5,2,3,8,16,0,4,,,,,1300,3000,2,81,83,62,2
"07011100401062","07011100401",1,4514.1708984375,"0701110040106201",7,1,11,8,88,4,1,62,1,,4,7,4,1,,2,7,3,1992,1,2,2,5,6,8,12,21,0,3,4,,,,3200,60000,3,62,64,22,1
"07011100401062","07011100401",1,4514.1708984375,"0701110040106202",7,1,11,8,88,4,1,62,2,,7,,3,2,,2,,1,1997,2,3,1,2,3,4,8,8,0,2,,,,,900,1800,2,75,62,,2
"07011100401086","07011100401",1,4514.1708984375,"0701110040108601",7,1,11,8,88,4,1,86,1,,4,,3,1,,2,,6,2001,1,2,1,6,7,8,6,8,0,,,,,,240,300,3,83,81,62,2
"07011100401110","07011100401",1,4514.1708984375,"0701110040111001",7,1,11,8,88,4,1,110,1,,7,,3,1,,7,,5,1994,1,2,2,2,3,5,6,8,0,,,,,,1900,1000,1,81,,,2
"07011100401110","07011100401",1,4514.1708984375,"0701110040111002",7,1,11,8,88,4,1,110,2,,7,,3,2,,7,,3,2001,1,2,1,3,4,5,5,8,0,,,,,,2500,1700,2,81,,,2
"07011202605094","07011202605",1,6138.279296875,"0701120260509401",7,1,12,8,88,26,5,94,1,,4,,1,1,,1,,8,1971,1,3,2,1,3,8,12,10,0,,,,,,2000,5000,2,81,83,111,2
"07020200105054","07020200105",0,809.284606933594,"0702020010505401",7,2,2,1,1,1,5,54,1,,7,,5,1,2,2,5,2,1998,1,2,1,9,10,12,3,12,0,1,2,,,,500,350,2,83,,,2
"07020200105082","07020200105",0,809.284606933594,"0702020010508201",7,2,2,1,1,1,5,82,1,,4,,7,1,2,2,5,11,2003,1,3,1,1,2,3,5,26,10,,,,,,20000,15000,2,12,61,131,1
"07020200105082","07020200105",0,809.284606933594,"0702020010508202",7,2,2,1,1,1,5,82,2,,7,,4,2,1,2,5,6,2000,1,2,1,1,3,4,12,26,2,2,1,,,,10000,1000,4,131,,,1
"07020200105082","07020200105",0,809.284606933594,"0702020010508203",7,2,2,1,1,1,5,82,3,,9,,6,1,2,2,5,3,2002,3,,2,3,4,5,12,26,2,,,,,,50000,20000,3,62,,,1
"07020200105082","07020200105",0,809.284606933594,"0702020010508204",7,2,2,1,1,1,5,82,4,,7,,4,1,2,2,5,3,2004,3,1,1,4,,,2,26,2,5,6,,,,5000,2000,2,131,,,1
"07020200105096","07020200105",0,809.284606933594,"0702020010509601",7,2,2,1,1,1,5,96,1,,7,,2,1,2,2,,4,2000,3,1,1,5,9,,2,26,0,1,3,7,,,5000,3000,2,,,,2
"07020200105110","07020200105",0,809.284606933594,"0702020010511001",7,2,2,1,1,1,5,110,1,,7,,4,1,,2,,3,2000,1,,2,3,4,5,12,26,0,1,,,,,5000,2000,2,62,,,1
"07020200105138","07020200105",0,809.284606933594,"0702020010513801",7,2,2,1,1,1,5,138,1,,4,,2,1,,2,,2,2004,1,2,1,3,4,,2,26,1,1,,,,,10000,5000,3,12,122,131,2
"07020200105152","07020200105",0,809.284606933594,"0702020010515201",7,2,2,1,1,1,5,152,1,,7,,3,1,,1,,5,1993,1,,2,3,4,5,12,4,0,1,,,,,800,400,2,12,32,,2
"07020200105166","07020200105",0,809.284606933594,"0702020010516601",7,2,2,1,1,1,5,166,1,,7,,3,3,,1,,5,2001,2,,1,3,4,5,12,4,0,3,,,,,1000,500,3,82,,,2
"07020200105166","07020200105",0,809.284606933594,"0702020010516602",7,2,2,1,1,1,5,166,2,,7,,3,5,,2,,4,2001,2,,1,1,4,5,12,4,0,5,,,,,1500,400,2,62,,,2
"07020200105166","07020200105",0,809.284606933594,"0702020010516603",7,2,2,1,1,1,5,166,3,,15,,3,7,,7,,4,2002,1,,2,1,4,5,12,4,0,7,,,,,200,850,4,32,,,2
"07020501302128","07020501302",1,4834.13818359375,"0702050130212801",7,2,5,8,88,13,2,128,1,,4,4,2,1,2,7,8,1,1995,2,,2,3,4,2,12,8,0,1,2,,,,400,100,2,83,,,2
"07020701001049","07020701001",1,5465.8720703125,"0702070100104901",7,2,7,8,88,10,1,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07030200501001","07030200501",1,2186.578125,"0703020050100101",7,3,2,8,88,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07030400501004","07030400501",1,3029.97241210938,"0703040050100401",7,3,4,8,88,5,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07030400501016","07030400501",1,3029.97241210938,"0703040050101601",7,3,4,8,88,5,1,16,1,,7,,3,5,,2,,7,2003,1,,1,3,4,5,12,4,0,,,,,,600,0,2,82,93,,2
"07030400501024","07030400501",1,3029.97241210938,"0703040050102401",7,3,4,8,88,5,1,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07030400501028","07030400501",1,3029.97241210938,"0703040050102801",7,3,4,8,88,5,1,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07030400501088","07030400501",1,3029.97241210938,"0703040050108801",7,3,4,8,88,5,1,88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"07030600204040","07030600204",1,2358.17016601563,"0703060020404001",7,3,6,8,88,2,4,40,1,,4,,3,2,3,1,,3,1997,2,1,1,4,3,10,7,6,,2,3,,,,200,100,2,,,,2
"07040101103038","07040101103",1,15035.65625,"0704010110303801",7,4,1,8,88,11,3,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
