"household_id","ea_id","rural","pw","ent_id","saq01","saq02","saq03","saq04","saq05","saq06","saq07","saq08","hh_s11bq00","hh_s11bq01_a","hh_s11bq01_b","hh_s11bq01_c","hh_s11bq02","hh_s11bq03_a","hh_s11bq03_b","hh_s11bq04_a","hh_s11bq04_b","hh_s11bq05_a","hh_s11bq05_b","hh_s11bq06_a","hh_s11bq06_b","hh_s11bq07","hh_s11bq08_a","hh_s11bq08_b","hh_s11bq08_c","hh_s11bq09","hh_s11bq10","hh_s11bq11","hh_s11bq12_a","hh_s11bq12_b","hh_s11bq12_c","hh_s11bq12_d","hh_s11bq12_e","hh_s11bq13","hh_s11bq14","hh_s11bq15","hh_s11bq16_a","hh_s11bq16_b","hh_s11bq16_c","hh_s11bq17"
"01050301501372","01050301501",1,3674.91430664063,"0105030150137201",1,5,3,8,88,15,1,372,1,,7,,4,1,,1,,1,2004,1,,2,4,5,,5,14,1,1,2,,,,450,292,4,92,,,2
"01050301501408","01050301501",1,4400.041015625,"0105030150140801",1,5,3,8,88,15,1,408,1,,4,,1,1,,1,,4,2004,1,,2,5,,,2,8,0,1,,,,,40,20,1,81,,,2
"01050302304015","01050302304",1,448.348846435547,"0105030230401501",1,5,3,8,88,23,4,15,1,,5,15,3,1,2,1,,5,1995,1,,2,4,8,12,12,12,0,1,,,,,1200,450,2,61,83,101,2
"01050302304148","01050302304",1,448.348846435547,"0105030230414801",1,5,3,8,88,23,4,148,1,,5,15,4,1,2,1,,1,2003,1,,2,5,8,12,12,10,0,1,2,3,,,1000,350,2,131,111,101,2
"02010200102019","02010200102",0,889.667175292969,"0201020010201901",2,1,2,1,1,1,2,19,1,,9,15,1,1,2,10,,4,2004,1,7,1,9,10,11,12,15,0,2,,,,,400,1000,2,81,,,2
"02010200102030","02010200102",0,889.667175292969,"0201020010203001",2,1,2,1,1,1,2,30,1,,9,15,1,1,,2,,1,2003,7,,1,9,10,11,12,6,,,,,,,300,4000,2,,,,2
"02010200102041","02010200102",0,889.667175292969,"0201020010204101",2,1,2,1,1,1,2,41,1,,9,15,1,1,,2,,4,2003,7,,1,9,10,11,12,6,,,,,,,400,900,1,81,,,2
"02010200102052","02010200102",0,889.667175292969,"0201020010205201",2,1,2,1,1,1,2,52,1,,9,15,1,1,,7,,12,2004,7,,2,12,1,2,6,18,,,,,,,300,1150,2,81,43,,1
"02010200102063","02010200102",0,889.667175292969,"0201020010206301",2,1,2,1,1,1,2,63,1,,1,5,8,1,1,,2,12,2004,1,7,1,12,1,2,6,6,6,,,,,,1500,13500,3,23,42,81,2
"02010200102085","02010200102",0,889.667175292969,"0201020010208501",2,1,2,1,1,1,2,85,1,,9,15,1,1,,2,,2,1973,1,,1,9,10,11,8,25,0,1,,,,,500,5000,2,23,43,81,2
"02010200102085","02010200102",0,889.667175292969,"0201020010208502",2,1,2,1,1,1,2,85,2,,9,15,1,,2,2,,1,1973,1,,1,9,10,11,12,18,0,,2,,,,300,800,3,0,,,2
"02010200102096","02010200102",0,889.667175292969,"0201020010209601",2,1,2,1,1,1,2,96,1,,9,15,2,1,,2,,2,2000,1,7,1,3,4,,12,25,,1,,,,,600,3000,1,23,43,81,1
"02010200102096","02010200102",0,889.667175292969,"0201020010209602",2,1,2,1,1,1,2,96,2,,9,15,2,2,,2,,1,2000,1,7,1,9,10,11,12,22,,2,,,,,300,3000,1,81,,,2
"02010200102096","02010200102",0,889.667175292969,"0201020010209603",2,1,2,1,1,1,2,96,3,,9,15,2,2,,,,2,2000,1,7,1,3,4,,12,24,,,3,,,,,,,,,,
"02010200102107","02010200102",0,889.667175292969,"0201020010210701",2,1,2,1,1,1,2,107,1,,9,15,1,1,,2,,6,1976,1,,1,9,10,11,12,6,,,,,,,200,5000,2,23,33,81,2
"02010200102118","02010200102",0,889.667175292969,"0201020010211801",2,1,2,1,1,1,2,118,1,,9,15,1,1,,1,,2,2004,1,,1,2,3,4,3,3,,,,,,,300,700,1,25,,,2
"02010200102118","02010200102",0,889.667175292969,"0201020010211802",2,1,2,1,1,1,2,118,2,,9,15,3,,2,1,,4,2004,1,,1,10,11,12,12,6,,,,,,,400,300,2,25,,,2
"02010200102129","02010200102",0,889.667175292969,"0201020010212901",2,1,2,1,1,1,2,129,1,,7,3,7,2,,2,,4,2000,1,,1,5,11,,12,20,7,,,,,,2000,200000,3,23,,,2
"02010200102129","02010200102",0,889.667175292969,"0201020010212902",2,1,2,1,1,1,2,129,2,,9,15,1,,3,2,,10,1996,3,,1,9,10,11,12,22,,,,,,,300,7000,2,23,81,43,2
"02010200102141","02010200102",0,889.667175292969,"0201020010214101",2,1,2,1,1,1,2,141,1,,9,15,1,1,,2,,3,2000,1,7,1,4,9,12,6,,,,,,,,400,6000,2,23,43,63,2
"02010300601079","02010300601",1,828.989685058594,"0201030060107901",2,1,3,8,88,6,1,79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"02010300802069","02010300802",1,101.173439025879,"0201030080206901",2,1,3,8,88,8,2,69,1,,7,,3,2,,1,,,,2,1,2,11,12,1,12,20,7,,,,,,54,20,3,1,64,,2
"02010300802113","02010300802",1,647.510009765625,"0201030080211301",2,1,3,8,88,8,2,113,1,,9,,1,1,,1,,,2003,1,,1,10,11,12,7,30,0,6,,,,,200,160,3,,,,2
"02010300802113","02010300802",1,647.510009765625,"0201030080211302",2,1,3,8,88,8,2,113,2,,7,,3,2,,1,,,1995,2,,2,1,2,3,12,26,0,,,,,,80,40,2,81,,,2
"02010300802147","02010300802",1,647.510009765625,"0201030080214701",2,1,3,8,88,8,2,147,1,,7,,1,1,,1,,,,2,,2,11,12,1,5,15,0,,,,,,20,10,2,111,1,,2
"02010300802217","02010300802",1,647.510009765625,"0201030080221701",2,1,3,8,88,8,2,217,1,,9,,1,1,2,1,,,1995,1,,2,8,9,10,12,30,0,1,2,3,4,6,9000,8000,3,81,75,,2
"02010300802217","02010300802",1,647.510009765625,"0201030080221702",2,1,3,8,88,8,2,217,2,,9,,1,1,,1,,,1995,1,,2,8,9,10,12,30,0,1,2,,,,300,270,1,75,,,2
"02010300802283","02010300802",1,647.510009765625,"0201030080228301",2,1,3,8,88,8,2,283,1,,0,,6,1,,10,,,,1,,1,11,12,1,5,6,0,,,,,,80,,2,1,2,,2
"02010400201119","02010400201",1,756.8984375,"0201040020111901",2,1,4,8,88,2,1,119,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"02010500404001","02010500404",1,1478.2890625,"0201050040400101",2,1,5,8,88,4,4,1,1,,9,15,5,,2,1,,1,2004,7,,1,2,3,4,6,2,0,1,,,,,,,1,21,31,32,2
"02010500404007","02010500404",1,1478.2890625,"0201050040400701",2,1,5,8,88,4,4,7,1,,9,15,6,1,,10,,2,2004,5,,1,4,5,7,4,28,33,1,,,,,,,2,,,,2
"02010500404010","02010500404",1,1478.2890625,"0201050040401001",2,1,5,8,88,4,4,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"02010501103044","02010501103",1,1668.57727050781,"0201050110304401",2,1,5,8,88,11,3,44,1,,1,,1,1,,2,7,4,2003,1,3,2,12,2,3,8,24,,1,,,,,1200,920,3,11,21,71,2
"02010501103055","02010501103",1,257.496490478516,"0201050110305501",2,1,5,8,88,11,3,55,1,,1,1,1,1,2,2,7,8,2001,1,3,2,1,11,12,7,20,,1,2,,,,1800,13440,4,11,81,,2
"02010501103111","02010501103",1,257.496490478516,"0201050110311101",2,1,5,8,88,11,3,111,1,,1,,4,1,2,2,7,6,2002,1,3,2,1,2,3,12,4,,1,2,6,,,2800,33600,3,11,81,,2
"02010501103111","02010501103",1,257.496490478516,"0201050110311102",2,1,5,8,88,11,3,111,2,,1,,1,1,2,2,7,11,2002,,,,,,,,,,,,,,,,,,,,,
"02010501103113","02010501103",1,1668.57727050781,"0201050110311301",2,1,5,8,88,11,3,113,1,,9,5,6,1,,2,7,8,2003,1,,1,2,,,2,30,,1,,,,,750,,3,11,81,,2
"02010501103113","02010501103",1,1668.57727050781,"0201050110311302",2,1,5,8,88,11,3,113,2,,9,8,1,1,2,2,7,8,2003,1,3,2,11,12,1,12,4,1,2,6,,,,1200,9000,3,11,81,,2
"02010600402092","02010600402",1,1083.01733398438,"0201060040209201",2,1,6,8,88,4,2,92,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"02030100101136","02030100101",0,596.59765625,"0203010010113601",2,3,1,3,1,1,1,136,1,,5,,5,1,,3,,5,2002,1,,1,2,5,10,12,30,0,,,,,,18000,15000,5,81,2,,2
"02030400601160","02030400601",1,196.789794921875,"0203040060116001",2,3,4,8,88,6,1,160,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"02030600601018","02030600601",1,669.866882324219,"0203060060101801",2,3,6,8,88,6,1,18,1,,4,,2,1,,,,5,1966,1,,1,10,9,6,5,30,1,1,,,,,100,10,3,82,111,102,2
"02030600601044","02030600601",1,669.866882324219,"0203060060104401",2,3,6,8,88,6,1,44,1,,4,,1,,,3,,4,1967,1,,2,4,5,1,6,30,1,,,,,,50,30,2,81,111,82,2
"02030600601170","02030600601",1,669.866882324219,"0203060060117001",2,3,6,8,88,6,1,170,1,,14,,6,1,,1,7,4,1996,1,,1,5,9,1,12,12,1,1,,,,,60,54,1,81,,,2
"03010100204028","03010100204",1,634.256469726563,"0301010020402801",3,1,1,8,88,2,4,28,1,,4,,2,1,,7,,5,2003,2,,1,4,5,6,3,12,0,1,2,,,,82,250,2,81,82,,2
"03010400901014","03010400901",1,4963.7109375,"0301040090101401",3,1,4,8,88,9,1,14,1,,7,,3,1,,1,,12,2003,1,2,2,3,4,2,6,1,0,1,,,,,250,3400,2,83,81,,2
"03010400901014","03010400901",1,4963.7109375,"0301040090101402",3,1,4,8,88,9,1,14,2,,7,,3,1,,1,,12,2003,1,,2,3,,,6,1,0,,,,,,250,3400,,83,,,2
"03010400901054","03010400901",1,4963.7109375,"0301040090105401",3,1,4,8,88,9,1,54,1,,7,,3,1,,7,,1,2004,2,1,1,1,2,,2,3,0,1,,,,,20,100,2,83,,,2
"03010400901176","03010400901",1,215.813522338867,"0301040090117601",3,1,4,8,88,9,1,176,1,,4,,1,1,,7,,12,2003,1,2,1,1,2,3,8,17,0,1,,,,,46,350,2,83,,,2
"03010400901223","03010400901",1,4963.7109375,"0301040090122301",3,1,4,8,88,9,1,223,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03010800701035","03010800701",1,7379.7998046875,"0301080070103501",3,1,8,8,88,7,1,35,1,,1,,2,1,,10,,5,2004,2,,1,5,,,1,2,0,1,,,,,160,,1,81,,,2
"03010800701065","03010800701",1,7379.7998046875,"0301080070106501",3,1,8,8,88,7,1,65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03010800701095","03010800701",1,7379.7998046875,"0301080070109501",3,1,8,8,88,7,1,95,1,,1,,3,1,,10,,2,2004,1,,1,2,3,,2,2,0,1,,,,,,,,,,,
"03011001806002","03011001806",1,5794.97900390625,"0301100180600201",3,1,10,8,88,18,6,2,1,,9,9,2,1,,2,,4,2002,1,,2,5,6,,5,15,0,,,,,,120,0,2,81,,,2
"03011001806117","03011001806",1,5794.97900390625,"0301100180611701",3,1,10,8,88,18,6,117,1,,7,,2,1,,1,,5,2000,1,,1,5,6,7,4,15,0,,,,,,200,100,2,111,,,2
"03011100102043","03011100102",0,1792.67858886719,"0301110010204301",3,1,11,8,88,1,2,43,1,,7,,3,1,,2,,5,2003,2,,1,5,8,9,6,21,0,1,,,,,360,120,2,91,,,2
"03011100102062","03011100102",0,1792.67858886719,"0301110010206201",3,1,11,8,88,1,2,62,1,,7,6,3,,,1,,8,1984,1,2,2,5,3,8,12,30,0,1,,,,,9600,960,2,92,101,,2
"03011100102081","03011100102",0,1792.67858886719,"0301110010208101",3,1,11,8,88,1,2,81,1,,5,,1,1,,1,,6,1974,1,,2,5,4,6,12,15,0,1,,,,,2400,480,2,92,,,2
"03011100102100","03011100102",0,1792.67858886719,"0301110010210001",3,1,11,8,88,1,2,100,1,,5,,3,1,,7,,1,2003,2,,2,2,5,8,12,8,0,1,,,,,240,96,2,92,101,,2
"03011100102100","03011100102",0,1792.67858886719,"0301110010210002",3,1,11,8,88,1,2,100,2,,5,,3,2,,7,,3,2002,2,,2,1,5,9,12,8,0,2,,,,,288,48,2,92,,,2
"03011100102138","03011100102",0,1792.67858886719,"0301110010213801",3,1,11,8,88,1,2,138,1,,5,,3,1,,2,,3,1976,2,,2,5,3,7,12,8,0,1,,,,,6000,288,2,92,,,2
"03011100102138","03011100102",0,1792.67858886719,"0301110010213802",3,1,11,8,88,1,2,138,2,,5,,3,2,,7,,4,1991,2,1,2,4,6,5,12,8,0,2,,,,,2400,180,2,92,,,2
"03011100102157","03011100102",0,1792.67858886719,"0301110010215701",3,1,11,8,88,1,2,157,1,,7,,1,2,,7,,1,2003,1,,2,5,4,1,12,15,0,2,,,,,6000,960,2,112,,,2
"03011100102214","03011100102",0,1792.67858886719,"0301110010221401",3,1,11,8,88,1,2,214,1,,15,,1,1,,,,10,1993,1,,2,1,5,2,12,10,0,1,,,,,500,200,2,92,,,
"03011400816041","03011400816",1,8385.181640625,"0301140081604101",3,1,14,8,88,8,16,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03011400816138","03011400816",1,625.4140625,"0301140081613801",3,1,14,8,88,8,16,138,1,,7,,1,1,,1,,2,2000,1,,2,6,8,10,10,30,0,1,,,,,500,150,2,92,,,2
"03011602804080","03011602804",1,6072.1484375,"0301160280408001",3,1,16,8,88,28,4,80,1,,4,,1,2,,1,,6,2003,1,,1,6,7,,2,10,0,2,3,,,,100,50,1,81,,,2
"03011602804202","03011602804",1,6072.1484375,"0301160280420201",3,1,16,8,88,28,4,202,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03012000105017","03012000105",0,1784.98474121094,"0301200010501701",3,1,20,2,1,1,5,17,1,,8,,1,1,2,1,,1,2003,1,3,2,4,5,,12,30,0,1,2,,,,1500,1000,5,81,43,,1
"03012000105093","03012000105",0,1784.98474121094,"0301200010509301",3,1,20,2,1,1,5,93,1,,4,,1,1,,2,,10,1973,1,,2,5,6,7,4,21,0,1,,,,,,,4,81,83,,2
"03012000105131","03012000105",0,1784.98474121094,"0301200010513101",3,1,20,2,1,1,5,131,1,,4,,1,1,,3,,10,2003,1,,2,5,6,7,7,12,0,1,,,,,400,200,5,81,,,2
"03012000105169","03012000105",0,1784.98474121094,"0301200010516901",3,1,20,2,1,1,5,169,1,,7,,1,1,,1,,5,1998,1,2,2,3,4,5,12,30,,1,,,,,2000,4000,3,131,81,,1
"03012000105169","03012000105",0,1784.98474121094,"0301200010516902",3,1,20,2,1,1,5,169,2,,8,,1,4,,1,,3,1999,1,,2,4,5,6,12,30,1,4,,,,,3000,5000,3,131,81,,1
"03012000105188","03012000105",0,1784.98474121094,"0301200010518801",3,1,20,2,1,1,5,188,1,,5,,3,1,2,2,,1,2003,1,,2,3,1,,12,29,0,1,2,,,,,,5,81,,,1
"03012000105207","03012000105",0,1784.98474121094,"0301200010520701",3,1,20,2,1,1,5,207,1,,7,,3,1,,2,,1,2003,1,,2,3,4,5,12,15,1,1,,,,,3000,500,3,12,132,,
"03012000105207","03012000105",0,1784.98474121094,"0301200010520702",3,1,20,2,1,1,5,207,2,,7,,3,2,,2,,4,1988,1,,2,1,2,10,12,10,0,2,,,,,600,400,3,81,,,
"03020202508023","03020202508",1,4664.615234375,"0302020250802301",3,2,2,8,88,25,8,23,1,,4,,1,1,,1,,2,2003,1,,2,7,5,8,8,8,0,1,2,3,,,360,285,2,81,,,2
"03020202508023","03020202508",1,4664.615234375,"0302020250802302",3,2,2,8,88,25,8,23,2,,4,,1,1,,1,,2,2003,1,,2,6,8,7,8,6,0,1,2,3,,,210,160,2,81,,,2
"03020202508095","03020202508",1,4664.615234375,"0302020250809501",3,2,2,8,88,25,8,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03020501907081","03020501907",1,4810.5693359375,"0302050190708101",3,2,5,8,88,19,7,81,1,,9,,2,1,,1,,3,2003,2,,2,3,4,5,12,7,0,,,,,,45,15,1,81,,,2
"03020501907143","03020501907",1,4810.5693359375,"0302050190714301",3,2,5,8,88,19,7,143,1,,1,,5,5,6,1,,1,2004,2,,1,1,2,3,5,3,0,5,6,,,,60,0,2,,,,2
"03020703703048","03020703703",1,718.167236328125,"0302070370304801",3,2,7,8,88,37,3,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03020900104006","03020900104",0,956.84130859375,"0302090010400601",3,2,9,1,1,1,4,6,1,,4,,1,1,,7,,2,2002,1,,2,7,8,,12,4,,1,,,,,300,170,3,83,,,2
"03020900104006","03020900104",0,956.84130859375,"0302090010400602",3,2,9,1,1,1,4,6,2,,6,,6,2,,2,,6,2001,5,,1,6,,,4,14,,2,,,,,220,18,,111,,,2
"03020900104034","03020900104",0,956.84130859375,"0302090010403401",3,2,9,1,1,1,4,34,1,,7,,3,1,,2,,1,2004,1,,2,3,4,5,4,8,0,1,,,,,2000,200,5,83,73,,2
"03020900104090","03020900104",0,956.84130859375,"0302090010409001",3,2,9,1,1,1,4,90,1,,4,,1,1,,2,,5,2002,1,,2,6,7,8,12,4,0,1,,,,,800,680,2,83,,,2
"03020900104118","03020900104",0,956.84130859375,"0302090010411801",3,2,9,1,1,1,4,118,1,,4,,1,2,,1,,3,1994,1,,2,6,7,8,12,4,0,2,,,,,800,600,2,83,,,2
"03020900104146","03020900104",0,956.84130859375,"0302090010414601",3,2,9,1,1,1,4,146,1,,7,,1,1,,6,7,3,1989,1,3,1,3,4,5,4,4,0,,,,,,10000,5000,3,81,83,,2
"03020900708133","03020900708",1,4628.849609375,"0302090070813301",3,2,9,8,88,7,8,133,1,,6,,8,1,,1,,5,1996,1,,1,8,9,,4,15,0,1,,,,,116,20,1,111,81,,2
"03030100204085","03030100204",1,5166.67333984375,"0303010020408501",3,3,1,8,88,2,4,85,1,,6,9,2,1,,7,10,6,2000,1,,1,7,8,9,6,10,0,1,,,,,700,300,3,61,62,,2
"03030200108012","03030200108",0,1547.83154296875,"0303020010801201",3,3,2,1,1,1,8,12,1,,4,,9,1,,8,,8,1963,3,,1,3,4,5,9,21,0,,,,,,1300,1100,1,,,,2
"03030200108025","03030200108",0,1547.83154296875,"0303020010802501",3,3,2,1,1,1,8,25,1,,4,,2,1,,8,,6,1980,2,,2,5,4,3,12,21,0,,,,,,1400,1000,4,,,,2
"03030200108038","03030200108",0,1547.83154296875,"0303020010803801",3,3,2,1,1,1,8,38,1,,4,,2,1,,8,,4,1954,1,,2,3,4,5,12,20,0,,,,,,600,400,5,71,75,,
"03030200108064","03030200108",0,1547.83154296875,"0303020010806401",3,3,2,1,1,1,8,64,1,,4,,2,1,,8,,3,2004,2,,1,1,11,12,3,4,0,,,,,,450,300,1,32,,,2
"03030200108077","03030200108",0,1547.83154296875,"0303020010807701",3,3,2,1,1,1,8,77,1,,4,,1,1,,10,,4,1999,1,2,2,1,2,3,12,15,0,,,,,,120,80,3,,,,2
"03030200108090","03030200108",0,1547.83154296875,"0303020010809001",3,3,2,1,1,1,8,90,1,,4,,1,1,,8,,3,1975,2,1,2,5,7,6,12,20,0,,,,,,53,42,2,,,,2
"03030200108090","03030200108",0,1547.83154296875,"0303020010809002",3,3,2,1,1,1,8,90,2,,7,,3,2,,8,,4,2000,2,,2,4,5,6,12,12,0,,,,,,700,500,3,,,,2
"03030200108103","03030200108",0,1547.83154296875,"0303020010810301",3,3,2,1,1,1,8,103,1,,4,,2,1,,8,,10,2003,1,,2,3,4,5,8,10,0,,,,,,500,350,1,,,,2
"03030200108142","03030200108",0,1547.83154296875,"0303020010814201",3,3,2,1,1,1,8,142,1,,4,,2,1,,1,,7,1977,2,,2,4,5,6,12,15,0,,,,,,600,400,4,,,,2
"03030200108155","03030200108",0,1547.83154296875,"0303020010815501",3,3,2,1,1,1,8,155,1,,4,,1,1,,7,,4,1976,2,1,2,5,4,3,12,20,0,,,,,,1600,1200,3,,,,2
"03030202104078","03030202104",1,4827.423828125,"0303020210407801",3,3,2,8,88,21,4,78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03030202104093","03030202104",1,4827.423828125,"0303020210409301",3,3,2,8,88,21,4,93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03030302404037","03030302404",1,4517.08203125,"0303030240403701",3,3,3,8,88,24,4,37,1,,7,,3,1,,1,,1,1993,2,1,2,2,3,4,12,8,0,,,,,,2200,4000,2,75,131,93,1
"03030400906010","03030400906",1,8332.2021484375,"0303040090601001",3,3,4,8,88,9,6,10,1,,4,,1,1,,2,,6,2003,1,,1,3,4,5,3,8,0,,,,,,60,80,3,83,131,,2
"03030400906077","03030400906",1,3381.89379882813,"0303040090607701",3,3,4,8,88,9,6,77,1,,7,,6,1,2,7,,4,1984,1,3,1,3,4,5,12,4,0,1,2,,,,2200,1500,4,131,,,1
"03030501101002","03030501101",1,3635.56201171875,"0303050110100201",3,3,5,8,88,11,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03030501101072","03030501101",1,3635.56201171875,"0303050110107201",3,3,5,8,88,11,1,72,1,,3,,3,1,,1,,8,2003,2,,1,2,3,4,6,15,0,1,,,,,400,250,3,81,93,,2
"03030701002022","03030701002",1,4366.083984375,"0303070100202201",3,3,7,8,88,10,2,22,1,,7,,3,1,,9,,6,1997,2,1,2,5,6,8,12,12,0,1,,,,,2000,6000,3,82,,,2
"03030701002040","03030701002",1,2276.79248046875,"0303070100204001",3,3,7,8,88,10,2,40,1,,5,,1,1,,3,,4,2001,1,2,2,5,1,8,12,30,,1,,,,,2000,6500,5,82,83,,2
"03030701002043","03030701002",1,4366.083984375,"0303070100204301",3,3,7,8,88,10,2,43,1,,5,,3,2,,9,,10,1980,3,2,2,10,9,1,12,8,,2,,,,,2000,4000,2,81,,,1
"03030701002043","03030701002",1,4366.083984375,"0303070100204302",3,3,7,8,88,10,2,43,2,,5,,3,3,,7,,6,1999,3,2,2,10,9,1,12,16,,3,,,,,4000,5000,2,81,,,2
"03030701002138","03030701002",1,4366.083984375,"0303070100213801",3,3,7,8,88,10,2,138,1,,5,,3,1,,1,,5,1997,2,3,2,5,8,12,12,4,0,1,,,,,3600,5000,2,83,82,,1
"03030701002174","03030701002",1,4366.083984375,"0303070100217401",3,3,7,8,88,10,2,174,1,,7,,3,1,,1,,5,1970,2,,2,5,1,8,7,12,,1,,,,,4500,3000,2,64,,,2
"03031001701045","03031001701",1,1038.93481445313,"0303100170104501",3,3,10,8,88,17,1,45,1,,7,,2,1,,7,,3,2,7,,1,1,2,3,12,6,0,1,2,,,,100,300,2,13,,,2
"03031001701062","03031001701",1,4280.41162109375,"0303100170106201",3,3,10,8,88,17,1,62,1,,7,,5,,2,1,,4,3,1,,1,3,4,5,12,4,0,2,,,,,13,0,2,11,,,2
"03031001701100","03031001701",1,4280.41162109375,"0303100170110001",3,3,10,8,88,17,1,100,1,,8,,1,,2,1,7,4,7,3,,1,2,3,9,6,4,,2,,,,,68,500,2,11,,,2
"03031001701157","03031001701",1,4280.41162109375,"0303100170115701",3,3,10,8,88,17,1,157,1,,8,,1,,2,1,4,1,1999,3,,1,1,1,,6,4,,,,,,,68,100,2,11,31,61,2
"03031001701157","03031001701",1,4280.41162109375,"0303100170115702",3,3,10,8,88,17,1,157,2,,4,,1,,2,1,,5,1997,1,,1,9,10,11,3,1,,,,,,,60,20,2,11,61,63,2
"03040600801041","03040600801",1,5946.6025390625,"0304060080104101",3,4,6,8,88,8,1,41,1,,7,,3,2,,1,,3,2002,1,2,1,3,5,11,12,4,0,2,,,,,5300,5000,2,122,123,,2
"03040600801092","03040600801",1,5946.6025390625,"0304060080109201",3,4,6,8,88,8,1,92,1,,7,,6,1,,2,1,5,1997,1,,1,10,1,3,5,4,0,1,,,,,60,100,4,81,,,2
"03040600801092","03040600801",1,5946.6025390625,"0304060080109202",3,4,6,8,88,8,1,92,2,,7,,3,2,,2,1,12,2003,1,2,1,12,1,3,7,9,0,2,,,,,50,150,4,81,,,2
"03040600801118","03040600801",1,5946.6025390625,"0304060080111801",3,4,6,8,88,8,1,118,1,,4,,1,2,,1,,10,2003,1,,1,10,11,12,8,30,0,2,,,,,1200,250,2,122,131,82,1
"03040600801118","03040600801",1,5946.6025390625,"0304060080111802",3,4,6,8,88,8,1,118,2,,1,,2,1,,1,,10,2003,1,,1,10,11,12,8,30,0,1,,,,,300,700,2,122,131,82,1
"03040901203004","03040901203",1,7368.4638671875,"0304090120300401",3,4,9,8,88,12,3,4,1,,4,7,5,3,,,,8,1999,1,5,2,2,8,9,12,26,0,3,,,,,520,,2,81,,,1
"03040901203077","03040901203",1,7368.4638671875,"0304090120307701",3,4,9,8,88,12,3,77,1,,7,,2,3,,7,,5,2003,1,,2,,,,12,15,,3,6,,,,550,500,2,81,,,2
"03040901203077","03040901203",1,7368.4638671875,"0304090120307702",3,4,9,8,88,12,3,77,2,,4,7,5,4,,10,,1,2003,1,5,1,8,9,10,2,15,,4,,,,,700,,3,81,,83,1
"03041100903015","03041100903",1,5734.40625,"0304110090301501",3,4,11,8,88,9,3,15,1,,5,0,3,3,,1,5,4,2003,2,,1,4,5,,7,4,0,3,,,,,280,380,2,81,31,,2
"03041100903042","03041100903",1,5734.40625,"0304110090304201",3,4,11,8,88,9,3,42,1,,5,,1,1,,1,,3,1985,1,,2,4,5,,10,6,0,1,,,,,180,320,2,81,111,,2
"03041100903055","03041100903",1,5734.40625,"0304110090305501",3,4,11,8,88,9,3,55,1,,6,,3,1,,1,,2,1989,2,,1,8,13,4,12,4,0,1,,,,,300,900,2,,,,
"03041100903055","03041100903",1,5734.40625,"0304110090305502",3,4,11,8,88,9,3,55,2,,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,
"03041100903055","03041100903",1,5734.40625,"0304110090305503",3,4,11,8,88,9,3,55,3,,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,
"03041100903055","03041100903",1,5734.40625,"0304110090305504",3,4,11,8,88,9,3,55,4,,6,,3,1,,1,,9,2001,2,,1,8,13,4,12,4,0,1,,,,,400,1700,2,,,,
"03041100903095","03041100903",1,5734.40625,"0304110090309501",3,4,11,8,88,9,3,95,1,,,,,,,,,,,2,,1,3,4,5,12,30,,2,,,,,320,480,2,11,31,,2
"03041100903118","03041100903",1,9707.8525390625,"0304110090311801",3,4,11,8,88,9,3,118,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03041100903121","03041100903",1,5734.40625,"0304110090312101",3,4,11,8,88,9,3,121,1,,,,,,,,,,,,,,,1,7,1,4,5,,2,4,,2,300,500,2,73,,,2
"03041100903160","03041100903",1,9707.8525390625,"0304110090316001",3,4,11,8,88,9,3,160,1,,5,,1,2,,3,,4,2004,,,,,,,,,,,,,,,,,,,,,
"03041100903160","03041100903",1,9707.8525390625,"0304110090316002",3,4,11,8,88,9,3,160,2,,,,,,,,,,,1,7,1,4,5,,1,4,0,2,,,,,200,250,1,11,81,,2
"03041200105014","03041200105",0,1213.46984863281,"0304120010501401",3,4,12,1,1,1,5,14,1,,15,,4,1,2,3,,7,2003,1,,1,1,5,8,10,30,0,2,3,,,,400,300,2,83,62,,1
"03041200105042","03041200105",0,1213.46984863281,"0304120010504201",3,4,12,1,1,1,5,42,1,,6,,6,1,,2,3,9,2000,1,3,1,11,12,1,12,20,0,1,,,,,700,450,4,81,102,62,1
