"holder_id","household_id","ea_id","parcel_id","field_id","rid","qa_type_plot","dist_household","plot_srtmslp","plot_srtm","plot_twi"
"0502070480113301","05020704801133","05020704801",3,1,20401,1,0.14,3.19,1563,13
"0502070480115101","05020704801151","05020704801",1,1,20402,3,0.15,1.3,1568,14
"0502070480115101","05020704801151","05020704801",1,2,20403,3,0.21,0.97,1566,13
"0502070480115101","05020704801151","05020704801",2,1,20404,3,0.4,4.28,1564,14
"0502070480115101","05020704801151","05020704801",2,2,20405,3,2.43,2.85,1549,14
"0502070480115101","05020704801151","05020704801",2,3,20406,3,0.57,2.76,1565,19
"0502070480116901","05020704801169","05020704801",1,1,20407,3,0.18,1.33,1535,17
"0502070480116901","05020704801169","05020704801",1,2,20408,3,0.5,2.62,1532,14
"0502070480116901","05020704801169","05020704801",1,3,20409,3,0.38,1.79,1533,16
"0502070480116901","05020704801169","05020704801",1,4,20410,3,0.05,1.58,1534,17
"0502070480116901","05020704801169","05020704801",1,5,20411,3,0.13,1.74,1536,14
"0502070480116901","05020704801169","05020704801",1,6,20412,3,0.14,1.17,1535,16
"0502070920100801","05020709201008","05020709201",1,1,20413,1,0.15,1,1360,14
"0502070920102101","05020709201021","05020709201",1,1,20416,1,0.15,1.65,1360,15
"0502070920102901","05020709201029","05020709201",1,1,20417,1,0.16,1.57,1361,16
"0502070920103601","05020709201036","05020709201",1,1,20419,1,0.16,1.96,1363,13
"0502070920104601","05020709201046","05020709201",1,1,20420,1,0.21,3.03,1361,13
"0502070920105201","05020709201052","05020709201",1,1,20422,1,0.15,2.42,1360,13
"0502070920105901","05020709201059","05020709201",1,1,20423,1,0.16,1.75,1366,15
"0502070920106501","05020709201065","05020709201",1,1,20424,1,0.14,1.27,1365,13
"0502070920107501","05020709201075","05020709201",1,1,20425,1,0.15,1.75,1361,13
"0509010280200201","05090102802002","05090102802",1,1,20464,1,0.6,0.73,1295,15
"0509010280200201","05090102802002","05090102802",1,2,20465,1,0.6,0.73,1295,15
"0509010280200201","05090102802002","05090102802",2,1,20466,1,5.58,1.46,1228,16
"0509010280207901","05090102802079","05090102802",1,1,20473,1,0,4.06,1291,13
"0509010280207901","05090102802079","05090102802",1,2,20474,1,0.03,4.32,1291,13
"0509020120100701","05090201201007","05090201201",1,1,20505,1,0,1.45,206,14
"0509020120100701","05090201201007","05090201201",1,2,20506,1,0,1.47,206,14
"0509020120100701","05090201201007","05090201201",1,3,20507,1,0.01,1.41,205,14
"0509020120100701","05090201201007","05090201201",1,4,20508,1,0.04,1.13,205,16
"0509020120100701","05090201201007","05090201201",1,5,20509,1,0.03,1.34,205,15
"0509020120100701","05090201201007","05090201201",1,6,20510,1,0.03,1.39,206,15
"0509020120100701","05090201201007","05090201201",1,7,20511,1,0.06,1.4,206,15
"0509020120101601","05090201201016","05090201201",2,1,20525,5,18.18,4.01,322,13
"0509030340400101","05090303404001","05090303404",1,1,20591,1,0.01,8.56,913,13
"0509030340400101","05090303404001","05090303404",1,2,20592,1,0.01,8.42,913,13
"0509030340400101","05090303404001","05090303404",2,1,20593,1,0.61,22.7,902,15
"0509030340400701","05090303404007","05090303404",1,1,20594,1,0.01,8.58,906,12
"0509030340400701","05090303404007","05090303404",1,2,20595,1,0.02,8.68,907,13
"0509030340400701","05090303404007","05090303404",2,1,20596,1,0.79,9.12,890,18
"0509030340401301","05090303404013","05090303404",1,1,20597,1,0.01,10.01,900,12
"0509030340401301","05090303404013","05090303404",1,2,20598,1,0.03,10.99,902,12
"0509030340401301","05090303404013","05090303404",2,1,20599,1,0.94,2.63,891,16
"0509030340401901","05090303404019","05090303404",1,1,20600,1,0.02,17.81,890,12
"0509030340401901","05090303404019","05090303404",1,2,20601,1,0.03,16.81,889,12
"0509030340401901","05090303404019","05090303404",2,1,20602,1,0.25,3.73,878,14
"0509030340401901","05090303404019","05090303404",2,2,20603,1,0.25,3.72,878,14
"0509030340401901","05090303404019","05090303404",2,3,20604,1,0.25,4.25,880,13
"0509030340401901","05090303404019","05090303404",2,4,20605,1,0.24,4.4,880,13
"0509030340402601","05090303404026","05090303404",1,1,20606,1,0,17.29,885,12
"0509030340403201","05090303404032","05090303404",1,1,20607,1,0,26.63,946,12
"0509030340403201","05090303404032","05090303404",2,1,20608,1,1.12,6.25,897,11
"0509030340403901","05090303404039","05090303404",1,1,20609,1,0,23.08,939,13
"0509030340403901","05090303404039","05090303404",2,1,20610,1,1.58,9.74,890,18
"0509030340404501","05090303404045","05090303404",1,1,20611,1,0,1.71,841,21
"0509030340405101","05090303404051","05090303404",1,1,20612,1,0,2.09,835,13
"0509030340405101","05090303404051","05090303404",2,1,20613,1,3.2,14.18,873,14
"0509030340405701","05090303404057","05090303404",1,1,20614,1,0,2.51,837,14
"0509030340405701","05090303404057","05090303404",1,2,20615,2,0.01,2.43,836,13
"0509030340405701","05090303404057","05090303404",1,3,20616,2,0.01,2.43,836,13
"0509040030200101","05090400302001","05090400302",1,1,20617,1,0.08,1.83,801,13
"0509040030200101","05090400302001","05090400302",2,1,20618,1,2.62,3.12,784,20
"0509040030200101","05090400302001","05090400302",2,2,20619,1,2.6,3.5,784,17
"0509040030200401","05090400302004","05090400302",1,1,20620,1,0,3.36,800,13
"0509040030200401","05090400302004","05090400302",1,2,20621,1,0.01,3.68,800,13
"0509040030200401","05090400302004","05090400302",1,3,20622,1,0.01,3.77,800,13
"0509040030200401","05090400302004","05090400302",2,1,20623,1,1.43,2.16,779,23
"0509040030200401","05090400302004","05090400302",2,2,20624,1,1.42,2.24,779,23
"0509040030200401","05090400302004","05090400302",2,3,20625,1,1.4,2.7,780,21
"0509040030200701","05090400302007","05090400302",1,1,20626,1,0,3.44,798,15
"0509040030200701","05090400302007","05090400302",1,2,20627,1,0.01,3.42,797,15
"0509040030200701","05090400302007","05090400302",2,1,20628,1,1.48,1.53,779,23
"0509040030200701","05090400302007","05090400302",2,2,20629,1,1.44,1.13,780,21
"0509040030200701","05090400302007","05090400302",2,3,20630,1,1.49,1.29,779,25
"0509040030200701","05090400302007","05090400302",2,4,20631,1,1.51,1.34,779,23
"0509040030200701","05090400302007","05090400302",2,5,20632,1,1.37,0.93,780,16
"0509040030201001","05090400302010","05090400302",1,1,20633,1,0,3.34,798,14
"0509040030201001","05090400302010","05090400302",1,2,20634,1,0.01,3.34,798,14
"0509040030201001","05090400302010","05090400302",1,3,20635,1,0.01,3.38,797,14
"0509040030201001","05090400302010","05090400302",2,1,20636,1,0.78,3.32,782,18
"0509040030201001","05090400302010","05090400302",2,2,20637,1,0.73,3.82,783,14
"0509040030201001","05090400302010","05090400302",3,1,20638,1,0.88,5.42,782,14
"0509040030201401","05090400302014","05090400302",1,1,20639,1,0.01,3.45,798,15
"0509040030201401","05090400302014","05090400302",1,2,20640,1,0.02,3.39,798,15
"0509040030201401","05090400302014","05090400302",1,3,20641,1,0.01,3.62,798,14
"0509040030201401","05090400302014","05090400302",2,1,20642,1,2.05,3.46,782,15
"0509040030201401","05090400302014","05090400302",2,2,20643,1,2.01,3.81,784,14
"0509040030201701","05090400302017","05090400302",1,1,20644,1,0.01,3.05,800,13
"0509040030201701","05090400302017","05090400302",1,3,20646,1,0.01,3.06,800,13
"0509040030201701","05090400302017","05090400302",2,1,20647,1,4.7,1.61,786,22
"0509040030201701","05090400302017","05090400302",2,2,20648,1,4.75,1.83,787,21
"0509040030202101","05090400302021","05090400302",1,1,20649,1,0,3.68,804,12
"0509040030202101","05090400302021","05090400302",1,2,20650,1,0,3.67,804,12
"0509040030202101","05090400302021","05090400302",2,1,20651,1,3.97,1.37,787,15
"0509040030202401","05090400302024","05090400302",1,1,20652,1,0.08,3.58,804,13
"0509040030202401","05090400302024","05090400302",1,2,20653,1,0.09,3.66,804,13
"0509040030202401","05090400302024","05090400302",2,1,20654,1,1.64,2.64,782,22
"0509040030202401","05090400302024","05090400302",2,2,20655,1,1.66,2.42,782,24
"0509040030202701","05090400302027","05090400302",1,1,20656,1,0.06,4.06,803,14
"0509040030203001","05090400302030","05090400302",1,1,20657,1,0.01,3.17,800,13
"0509040030203001","05090400302030","05090400302",1,2,20658,1,0.01,2.99,800,12
"0509040030203001","05090400302030","05090400302",1,4,20660,1,0.03,2.81,801,12
"0509040030203001","05090400302030","05090400302",2,1,20661,1,1.55,3.36,782,13
"0602040040210201","06020400402102","06020400402",1,1,20768,1,0,4.93,1212,13
"0602040040210201","06020400402102","06020400402",1,2,20769,1,0.02,4.72,1211,14
"0602040040210201","06020400402102","06020400402",2,1,20770,1,0.22,4.28,1219,12
"0602040040210201","06020400402102","06020400402",2,2,20771,1,0.21,6.84,1225,12
"0602040040210201","06020400402102","06020400402",4,1,20773,1,0.25,4.49,1218,12
"0602040040210201","06020400402102","06020400402",4,2,20774,1,0.1,5.56,1216,12
"0602040040212701","06020400402127","06020400402",1,1,20775,1,0,5.1,1205,12
"0602040040212701","06020400402127","06020400402",1,2,20776,1,0.01,5.28,1205,12
"0602040040212701","06020400402127","06020400402",1,3,20777,1,0.05,4.48,1207,13
"0602040040212701","06020400402127","06020400402",2,1,20778,1,0.26,5.96,1217,12
"0602040040212701","06020400402127","06020400402",2,2,20779,1,0.31,5.07,1205,14
"0602040040212701","06020400402127","06020400402",3,1,20780,1,0.59,4.38,1240,12
"0602040040212701","06020400402127","06020400402",4,1,20781,1,2.84,7.01,1123,12
"0602040040215101","06020400402151","06020400402",1,1,20782,1,0,5.73,1205,13
"0602040040215101","06020400402151","06020400402",1,5,20786,1,0.06,4.82,1205,14
"0602040040215101","06020400402151","06020400402",1,6,20787,1,0.03,5.25,1205,13
"0602040040215101","06020400402151","06020400402",2,1,20788,5,1021.36,,,
"0602040040215101","06020400402151","06020400402",3,1,20789,1,1.76,3.52,1175,12
"0602040040217601","06020400402176","06020400402",1,1,20790,1,0,4.37,1219,15
"0602040040217601","06020400402176","06020400402",2,1,20791,1,2.94,1.71,1091,14
"0602040040217601","06020400402176","06020400402",2,2,20792,1,3.08,2.26,1089,16
"0602040040217601","06020400402176","06020400402",3,1,20794,1,0.51,7.32,1218,14
"0602040040217601","06020400402176","06020400402",4,1,20795,1,1.67,16.05,1155,13
"0602040040217601","06020400402176","06020400402",5,1,20796,1,3.16,5.29,1102,12
"0602040040220001","06020400402200","06020400402",1,1,20797,1,0,7.62,1227,12
"0602040040220001","06020400402200","06020400402",1,2,20798,1,0.03,7.31,1226,12
"0602040040220001","06020400402200","06020400402",2,1,20799,1,2.85,6.76,1115,12
"0602040040220001","06020400402200","06020400402",2,2,20800,1,2.88,6.43,1113,12
"0602040040220001","06020400402200","06020400402",3,1,20801,1,0.32,5.05,1239,12
"0602040040220001","06020400402200","06020400402",4,1,20802,3,0.76,11.92,1193,11
"0602040040222401","06020400402224","06020400402",1,1,20803,1,0,6.92,1238,13
"0602040040222401","06020400402224","06020400402",1,2,20804,1,0.01,6.82,1238,13
"0602040040222401","06020400402224","06020400402",2,1,20805,1,2.52,10.02,1134,12
"0602040040222401","06020400402224","06020400402",3,1,20806,1,2.34,2.97,1097,18
"0602040040222401","06020400402224","06020400402",4,1,20807,1,2.42,10.02,1125,11
"0602070100200101","06020701002001","06020701002",1,1,20809,1,0.01,3.45,1478,12
"0602070100200101","06020701002001","06020701002",1,2,20810,1,0.01,3.13,1478,12
"0602070100200101","06020701002001","06020701002",1,3,20811,1,0.04,3.34,1478,12
"0602070100200101","06020701002001","06020701002",2,1,20813,1,2.47,3.8,1487,13
"0602070100200101","06020701002001","06020701002",3,1,20814,1,1.01,4.44,1445,14
"0602070100200101","06020701002001","06020701002",4,1,20815,5,653.09,2.88,708,13
"0602070100201901","06020701002019","06020701002",1,2,20818,1,0.39,2.41,1465,13
"0602070100201901","06020701002019","06020701002",2,1,20819,5,652.8,2.05,712,13
"0602070100201901","06020701002019","06020701002",3,1,20820,1,1.52,6.33,1451,12
"0602070100201901","06020701002019","06020701002",4,1,20821,1,0.86,5.24,1457,12
"0602070100201901","06020701002019","06020701002",5,1,20822,1,2.21,6.62,1502,11
"0602070100201901","06020701002019","06020701002",5,2,20823,1,1.78,8.03,1476,15
"0602070100201901","06020701002019","06020701002",5,3,20824,1,2.01,8.42,1477,13
"0602070100201901","06020701002019","06020701002",6,1,20825,1,1.64,5.15,1457,12
"0602070100201901","06020701002019","06020701002",7,1,20826,1,1.77,4.92,1450,12
"0602070100203801","06020701002038","06020701002",1,1,20827,1,0,3.54,1461,13
"0602070100203801","06020701002038","06020701002",2,1,20828,1,0.01,3.64,1461,13
"0602070100203801","06020701002038","06020701002",3,1,20829,1,2.15,4.12,1420,13
"0602070100203801","06020701002038","06020701002",3,2,20830,1,2.07,5.62,1424,13
"0602070100203801","06020701002038","06020701002",7,1,20841,1,1.65,6.86,1462,12
"0602070100208201","06020701002082","06020701002",1,1,20843,1,0.01,4.54,1458,12
"0602070100208201","06020701002082","06020701002",2,1,20844,5,651.47,1.06,709,15
"0602070100208201","06020701002082","06020701002",2,2,20845,5,651.53,1.25,709,15
"0602070100208201","06020701002082","06020701002",2,3,20846,5,651.5,0.67,709,14
"0602070100208201","06020701002082","06020701002",3,1,20847,5,652.17,2.85,710,15
"0602070100208201","06020701002082","06020701002",3,2,20848,5,652.16,2.99,711,16
"0602070100208201","06020701002082","06020701002",4,1,20849,1,2.6,4.01,1480,16
"0602070100210101","06020701002101","06020701002",1,1,20850,1,2.73,3.17,1463,13
"0602070100210101","06020701002101","06020701002",2,1,20851,5,648.74,2.1,687,14
"0602070100210101","06020701002101","06020701002",2,2,20852,5,648.74,2.4,686,13
"0602070100211901","06020701002119","06020701002",1,2,20854,1,0.02,2.75,1446,13
"0602070100211901","06020701002119","06020701002",1,5,20857,1,0.11,4.67,1443,13
"0602070100211901","06020701002119","06020701002",1,6,20858,1,0.11,4.81,1443,13
"0602070100213701","06020701002137","06020701002",1,1,20859,1,0.23,13.68,1480,11
"0602070100213701","06020701002137","06020701002",1,2,20860,1,0.21,12.68,1479,11
"0602070100213701","06020701002137","06020701002",2,1,20862,1,2.18,2.4,1435,13
"0602070100213701","06020701002137","06020701002",2,2,20863,1,2.08,2.5,1437,13
"0602070100213701","06020701002137","06020701002",2,3,20864,1,2.1,2.48,1436,13
"0602070100213701","06020701002137","06020701002",2,4,20865,5,24.48,2.37,2362,12
"0602070100213701","06020701002137","06020701002",2,5,20866,1,2.08,2.47,1437,13
"0602070100213701","06020701002137","06020701002",3,1,20867,3,0.95,7.08,1456,14
"0602070100215601","06020701002156","06020701002",1,1,20868,1,0.01,2.03,1883,12
"0602070100215601","06020701002156","06020701002",1,2,20869,1,0.02,2.24,1882,12
"0602070100215601","06020701002156","06020701002",1,3,20870,1,0.09,4.24,1880,13
"0602070100215601","06020701002156","06020701002",2,1,20873,1,5.25,4.33,1440,12
"0602070100215601","06020701002156","06020701002",3,1,20874,1,3.8,13.52,1474,16
"0602070100215601","06020701002156","06020701002",3,2,20875,3,3.8,13.38,1474,16
"0602070100215601","06020701002156","06020701002",3,3,20876,1,3.64,12.76,1479,16
"0602070100215601","06020701002156","06020701002",3,4,20877,1,3.88,11.8,1471,11
"0602070100217501","06020701002175","06020701002",1,1,20879,3,0.01,2.09,1883,13
"0602070100217501","06020701002175","06020701002",1,2,20880,1,0.01,2.14,1883,14
"0602070100217501","06020701002175","06020701002",2,1,20884,1,2.54,12.97,1632,12
"0602070100217501","06020701002175","06020701002",2,2,20885,1,2.54,12.99,1632,12
"0602070100217501","06020701002175","06020701002",3,1,20886,1,4.55,24.74,1486,11
"0602070100217501","06020701002175","06020701002",3,2,20887,1,4.5,9.93,1453,16
"0602070100217501","06020701002175","06020701002",3,3,20888,1,4.52,6.38,1448,18
"0602070100217501","06020701002175","06020701002",3,4,20889,1,4.53,12.49,1458,14
"0602070100217501","06020701002175","06020701002",3,5,20890,1,4.49,8.94,1451,17
"0602070100217501","06020701002175","06020701002",3,6,20891,1,4.52,6.76,1448,18
"0603010030100201","06030100301002","06030100301",1,1,20892,1,0.01,3.84,972,12
"0603010030102101","06030100301021","06030100301",1,1,20895,1,0.01,3.13,971,13
"0603010030102101","06030100301021","06030100301",1,2,20896,1,0.01,2.92,971,13
"0603010030104001","06030100301040","06030100301",1,1,20901,1,0.02,5.85,968,12
"0603010030105801","06030100301058","06030100301",1,1,20904,1,0.03,3.8,964,13
"0603010030105801","06030100301058","06030100301",1,2,20905,1,0.01,3.05,965,14
"0603010030105801","06030100301058","06030100301",2,1,20906,1,2.94,5.56,923,13
"0603010030107601","06030100301076","06030100301",1,1,20907,3,0.02,2.34,966,13
"0603010030107601","06030100301076","06030100301",2,1,20909,1,3.11,2.46,934,13
"0603010030109401","06030100301094","06030100301",1,1,20910,1,0.02,4.65,963,13
"0603010030109401","06030100301094","06030100301",1,2,20911,1,0.01,4.52,963,13
"0603010030109401","06030100301094","06030100301",2,1,20912,1,3.14,4.78,989,13
"0603010030109401","06030100301094","06030100301",2,2,20913,1,3.01,4.36,985,12
"0603010030112101","06030100301121","06030100301",1,1,20914,1,0.49,3.45,967,12
"0603010030112101","06030100301121","06030100301",2,1,20916,1,0.01,4.11,957,13
"0603010030112101","06030100301121","06030100301",3,1,20918,1,2.71,5.88,934,13
"0603010030114001","06030100301140","06030100301",1,1,20919,1,0.03,0.47,963,13
"0603010030114001","06030100301140","06030100301",2,1,20922,1,2.26,2.43,948,13
"0603010030115901","06030100301159","06030100301",1,1,20923,1,0.05,2.34,963,14
"0603010030115901","06030100301159","06030100301",1,2,20924,1,0.43,2.86,966,13
"0603010030115901","06030100301159","06030100301",2,1,20925,1,0.04,1.95,962,14
"0603010030115901","06030100301159","06030100301",2,2,20926,1,0.05,1.94,962,14
"0603010030115901","06030100301159","06030100301",3,1,20927,1,2.8,4.93,944,12
"0603010030117701","06030100301177","06030100301",1,1,20928,1,0.03,2.91,968,13
"0603010030117701","06030100301177","06030100301",2,1,20932,1,2.53,6.38,922,12
"0603030420200101","06030304202001","06030304202",1,1,20933,1,0.02,3.89,1535,13
"0603030420200101","06030304202001","06030304202",1,2,20934,1,0.01,3.91,1535,13
"0603030420200101","06030304202001","06030304202",1,3,20935,1,0.02,3.84,1534,13
"0603030420200101","06030304202001","06030304202",1,5,20937,1,0.02,3.97,1535,12
"0603030420200101","06030304202001","06030304202",1,6,20938,1,0.02,3.96,1535,13
"0603030420200101","06030304202001","06030304202",1,8,20940,1,0,3.9,1535,13
"0603030420200101","06030304202001","06030304202",2,1,20942,1,0.7,6.87,1508,14
"0603030420200101","06030304202001","06030304202",3,1,20943,1,0.67,5.13,1500,13
"0603030420200101","06030304202001","06030304202",4,1,20944,1,0.04,3.88,1535,13
"0603030420200101","06030304202001","06030304202",4,2,20945,1,0.04,3.9,1533,13
"0603030420200101","06030304202001","06030304202",5,1,20946,1,0.94,3.5,1521,13
"0603030420200101","06030304202001","06030304202",5,2,20947,1,0.95,3.99,1521,13
"0603030420200101","06030304202001","06030304202",6,1,20948,1,0.19,4.04,1529,13
"0603030420200101","06030304202001","06030304202",6,2,20949,1,0.17,4.15,1530,13
"0603030420200101","06030304202001","06030304202",7,1,20951,1,0.12,3.55,1531,13
"0603030420200101","06030304202001","06030304202",8,1,20952,3,0.94,2.83,1522,13
"0603030420200101","06030304202001","06030304202",8,2,20953,1,0.94,2.27,1522,13
"0603030420200101","06030304202001","06030304202",9,1,20954,1,1.42,4.86,1468,14
"0603030420200101","06030304202001","06030304202",10,1,20955,1,1.02,7.65,1464,13
"0603030420200101","06030304202001","06030304202",11,1,20956,1,1.42,4.13,1467,14
"0603030420200101","06030304202001","06030304202",12,1,20957,1,1.41,4.05,1467,13
"0603030420200101","06030304202001","06030304202",13,1,20958,1,0.22,8.5,1526,13
"0603030420200101","06030304202001","06030304202",14,1,20959,1,0.52,8.61,1507,13
"0603030420200701","06030304202007","06030304202",1,1,20961,1,0,4.16,1531,13
"0603030420200701","06030304202007","06030304202",1,2,20962,1,0.01,4.12,1531,13
"0603030420200701","06030304202007","06030304202",1,4,20964,1,0.02,4.04,1532,13
"0603030420200701","06030304202007","06030304202",1,6,20966,1,0.01,4.13,1532,13
"0603030420200701","06030304202007","06030304202",1,7,20967,1,0.01,4.22,1531,13
"0603030420200701","06030304202007","06030304202",2,1,20971,1,0.14,2.36,1537,13
"0603030420200701","06030304202007","06030304202",3,1,20973,1,0.97,1.7,1520,15
"0603030420200701","06030304202007","06030304202",4,1,20974,1,2.42,5.75,1538,14
"0603030420200701","06030304202007","06030304202",4,2,20975,1,3.57,5.52,1510,13
"0603030420200701","06030304202007","06030304202",4,3,20976,1,2.39,6.39,1537,13
"0603030420200701","06030304202007","06030304202",5,1,20977,1,1.14,5.79,1513,12
"0603030420200702","06030304202007","06030304202",5,2,20978,1,1.15,5.88,1513,12
"0603030420200702","06030304202007","06030304202",5,3,20979,1,1.19,7.12,1513,12
"0603030420200702","06030304202007","06030304202",6,1,20980,1,1.03,2.14,1519,13
"0603030420200702","06030304202007","06030304202",6,2,20981,1,0.35,3.83,1518,13
"0603030420200702","06030304202007","06030304202",7,1,20982,1,0.73,7.69,1502,13
"0603030420200702","06030304202007","06030304202",7,2,20983,1,0.71,7.62,1502,13
"0603030420200702","06030304202007","06030304202",8,1,20984,1,1.47,10.67,1472,15
"0603030420200702","06030304202007","06030304202",9,1,20985,1,1.53,10.32,1463,15
"0603030420200702","06030304202007","06030304202",10,1,20986,1,1.1,7.97,1475,13
"0603030420200702","06030304202007","06030304202",10,2,20987,1,1.1,7.86,1475,13
"0603030420200702","06030304202007","06030304202",10,3,20988,1,1.08,8.51,1476,12
"0603030420200702","06030304202007","06030304202",11,3,20989,1,0.95,2.55,1520,14
"0603030420201001","06030304202010","06030304202",1,1,20990,1,0.01,3.92,1531,13
"0603030420201001","06030304202010","06030304202",1,2,20991,1,0.01,4.01,1530,13
"0603030420201001","06030304202010","06030304202",1,6,20995,1,0.01,4,1530,13
"0603030420201001","06030304202010","06030304202",1,8,20997,1,0.01,3.98,1530,13
"0603030420201001","06030304202010","06030304202",2,1,20998,1,0.59,8.09,1514,13
"0603030420201001","06030304202010","06030304202",2,2,20999,1,0.59,8.11,1514,13
"0603030420201001","06030304202010","06030304202",3,1,21000,1,0.47,6.57,1508,14
"0603030420201001","06030304202010","06030304202",3,2,21001,1,0.5,6.67,1507,14
"0603030420201001","06030304202010","06030304202",3,3,21002,1,0.47,6.66,1508,14
"0603030420201001","06030304202010","06030304202",3,4,21003,1,0.52,6.77,1505,14
"0603030420201001","06030304202010","06030304202",3,5,21004,1,0.5,6.79,1506,14
"0603030420201001","06030304202010","06030304202",3,6,21005,1,0.49,6.42,1508,14
"0603030420201001","06030304202010","06030304202",4,1,21006,1,0.61,4.32,1514,12
"0603030420201001","06030304202010","06030304202",5,1,21007,1,0.74,9.54,1492,13
"0603030420201001","06030304202010","06030304202",6,1,21008,1,0.17,3.34,1524,12
"0603030420201601","06030304202016","06030304202",1,1,21009,1,0.41,3.31,1525,12
"0603030420201601","06030304202016","06030304202",1,2,21010,1,0.4,3.24,1525,12
"0603030420201601","06030304202016","06030304202",1,4,21012,1,0.41,3.22,1525,12
"0603030420201601","06030304202016","06030304202",2,1,21013,1,0.2,5.29,1517,13
"0603030420201601","06030304202016","06030304202",2,2,21014,1,0.2,5.32,1516,13
"0603030420201601","06030304202016","06030304202",2,3,21015,1,0.19,5.23,1517,12
"0603030420201601","06030304202016","06030304202",3,1,21016,1,0.71,5.17,1538,13
"0603030420201601","06030304202016","06030304202",4,1,21017,1,1.21,5.43,1511,15
"0603030420201601","06030304202016","06030304202",5,1,21018,1,1.08,6.68,1537,12
"0603030420201601","06030304202016","06030304202",6,1,21019,1,1.52,3.19,1536,13
"0603030420201601","06030304202016","06030304202",7,1,21020,1,2.75,4.35,1550,13
"0603030420201601","06030304202016","06030304202",8,1,21021,1,0.81,3.29,1528,13
"0603030420201601","06030304202016","06030304202",9,1,21022,1,2.13,14.47,1447,12
"0603030420201601","06030304202016","06030304202",10,1,21023,1,0.18,5.3,1516,13
"0603030420201901","06030304202019","06030304202",1,1,21024,1,0.01,3.77,1527,13
"0603030420201901","06030304202019","06030304202",1,2,21025,1,0.03,3.61,1527,14
"0603030420201901","06030304202019","06030304202",1,3,21026,1,0.01,3.66,1527,14
"0603030420201901","06030304202019","06030304202",1,4,21027,1,0.02,3.53,1527,14
"0603030420201901","06030304202019","06030304202",1,6,21029,1,0.02,3.78,1526,13
"0603030420201901","06030304202019","06030304202",1,9,21032,1,0,3.7,1527,14
"0603030420201901","06030304202019","06030304202",1,10,21033,1,0.01,3.69,1527,13
"0603030420201901","06030304202019","06030304202",1,11,21034,1,0.03,3.81,1526,13
"0603030420201901","06030304202019","06030304202",1,12,21035,1,0.03,3.78,1526,14
"0603030420201901","06030304202019","06030304202",1,13,21036,1,0.01,3.79,1527,13
"0603030420201901","06030304202019","06030304202",2,1,21041,1,2.12,3.09,1545,15
"0603030420201901","06030304202019","06030304202",2,2,21042,1,2.12,3.48,1544,14
"0603030420201901","06030304202019","06030304202",2,3,21043,1,2.1,2.47,1546,15
"0603030420201901","06030304202019","06030304202",2,4,21044,1,2.12,2.47,1547,15
"0603030420201901","06030304202019","06030304202",2,5,21045,1,2.12,2.65,1546,15
"0603030420201901","06030304202019","06030304202",2,6,21046,1,2.12,2.58,1546,15
"0603030420201901","06030304202019","06030304202",2,7,21047,1,0.64,5.24,1492,13
"0603030420201901","06030304202019","06030304202",3,1,21048,1,0.67,7,1498,13
"0603030420201901","06030304202019","06030304202",3,2,21049,1,0.65,6.99,1499,12
"0603030420201901","06030304202019","06030304202",3,3,21050,1,0.66,5.26,1493,14
"0603030420201901","06030304202019","06030304202",4,1,21051,1,0.96,2.22,1518,13
"0603030420201901","06030304202019","06030304202",5,1,21052,2,0.87,7.58,1485,13
"0603030420201901","06030304202019","06030304202",6,1,21053,2,0.87,7.58,1485,13
"0603030420201901","06030304202019","06030304202",7,1,21056,3,1.23,8.92,1499,14
"0603030420201901","06030304202019","06030304202",7,2,21057,1,1.3,9.92,1486,12
"0603030420202801","06030304202028","06030304202",1,1,21058,1,0.02,4.3,1524,12
"0603030420202801","06030304202028","06030304202",1,2,21059,1,0.01,3.98,1525,12
"0603030420202801","06030304202028","06030304202",1,3,21060,1,0.01,4.04,1525,12
"0603030420202801","06030304202028","06030304202",1,5,21062,1,0.02,4.19,1524,12
"0603030420202801","06030304202028","06030304202",1,6,21063,1,0.01,4.06,1525,12
"0603030420202801","06030304202028","06030304202",1,7,21064,1,0.03,4.34,1524,12
"0603030420202801","06030304202028","06030304202",2,1,21065,1,0.91,0.82,1518,15
"0603030420202801","06030304202028","06030304202",3,1,21066,1,1.05,5.14,1511,13
"0603030420202801","06030304202028","06030304202",3,2,21067,1,1.1,7.59,1503,12
"0603030420202801","06030304202028","06030304202",4,1,21068,1,1.09,7.6,1504,12
"0603030420202801","06030304202028","06030304202",5,1,21069,1,0.4,6.06,1509,13
"0603030420202801","06030304202028","06030304202",6,1,21070,1,0.93,0.23,1518,13
"0603030420202801","06030304202028","06030304202",7,1,21071,1,0.8,1.21,1520,14
"0603030420202801","06030304202028","06030304202",8,1,21072,1,1.18,2.36,1516,13
"0603030420202801","06030304202028","06030304202",9,1,21073,1,0.35,4.81,1509,13
"0603030420202801","06030304202028","06030304202",9,2,21074,1,0.35,4.59,1509,13
"0603030420202801","06030304202028","06030304202",9,3,21075,1,0.39,5.75,1510,13
"0603030420202801","06030304202028","06030304202",10,1,21076,1,1.11,1.42,1517,13
"0603030420202801","06030304202028","06030304202",11,1,21077,1,0.46,5.56,1518,12
"0603030420202801","06030304202028","06030304202",12,1,21078,1,0.62,1.97,1523,13
"0603030420203701","06030304202037","06030304202",1,1,21079,1,0.02,4.55,1525,13
"0603030420203701","06030304202037","06030304202",1,2,21080,1,0,4.34,1525,13
