"ea_id","rural","sa1q01","sa1q02","sa1q03","sa1q04","sa1q05","sa1q06","sa1q07","cs6q01","cs6q02_a","cs6q02_b","cs6q02_c","cs6q03_a","cs6q03_b","cs6q03_c","cs6q04_a","cs6q04_b","cs6q04_c","cs6q05","cs6q06","cs6q07","cs6q08","cs6q09_1","cs6q09_2","cs6q10","cs6q11","cs6q12","cs6q13","cs6q14","cs6q15","cs6q16_a","cs6q16_b","cs6q16_c","cs6q16_d","cs6q17_a","cs6q17_b","cs6q17_c","cs6q17_d","cs6q18_a","cs6q18_b","cs6q18_c","cs6q18_d","cs6q18_e","cs6q18_f","cs6q18_g","cs6q18_h"
"07120100102",1,7,12,1,8,88,1,2,1,2,7,6,8,11,7,3,3,4,2,3,2,1,,,1,65,3,3,3,1,1,1,3,1,4,4,4,4,4,5,3,3,4,3,4,3
"07120101602",1,7,12,1,8,88,16,2,1,74,8,1,5,10,11,3,4,5,3,3,1,1,,,2,,3,3,3,1,1,1,3,1,5,5,5,5,4,4,4,4,4,4,5,3
"07120102802",1,7,12,1,8,88,28,2,1,74,8,7,10,11,5,3,4,5,3,3,1,1,,,2,,3,3,3,1,1,1,3,1,4,4,4,4,4,4,4,4,4,4,4,3
"07130101301",1,7,13,1,8,88,13,1,1,2,7,12,7,8,8,12,12,12,1,1,2,1,,,1,682,1,1,1,1,1,1,1,1,5,5,4,4,4,4,4,3,3,9,3,9
"07130102505",1,7,13,1,8,88,25,5,1,2,7,12,7,8,7,11,11,11,2,2,3,1,,,1,780,1,1,1,1,1,1,1,2,4,4,3,3,4,3,2,2,3,9,3,3
"07140100402",1,7,14,1,8,88,4,2,1,7,2,12,11,11,11,7,7,7,3,2,3,1,,,2,,1,2,1,1,1,1,1,1,4,4,4,4,4,4,9,9,4,9,4,4
"07140101303",1,7,14,1,8,88,13,3,1,8,1,6,8,8,8,1,1,6,2,2,3,1,,,1,52,1,4,1,1,1,1,2,9,1,1,3,3,1,3,4,2,4,9,3,9
"07150100704",1,7,15,1,8,88,7,4,1,6,2,7,6,6,7,11,10,10,1,3,3,1,,,1,350,1,2,1,1,3,3,3,3,4,4,3,4,3,2,3,2,4,9,4,3
"07150102609",1,7,15,1,8,88,26,9,1,6,2,114,10,11,,4,5,,2,,,,,,,,,1,1,1,3,3,1,3,3,3,3,3,,,,,,,,
"07150104404",1,7,15,1,8,88,44,4,1,6,2,12,6,6,7,12,11,10,3,3,1,1,,,2,,1,1,1,1,3,3,3,3,4,4,3,4,3,4,3,2,4,9,5,3
"07160100803",1,7,16,1,8,88,8,3,1,2,6,7,7,11,7,12,4,10,1,1,3,2,0,,2,,1,1,1,1,2,2,9,9,4,4,4,4,4,4,4,4,4,4,2,4
"07160101705",1,7,16,1,8,88,17,5,1,6,2,7,6,6,6,11,11,10,1,3,3,1,,,2,,1,1,1,1,3,3,3,3,4,4,4,4,2,2,3,2,4,9,3,4
"07170100103",1,7,17,1,8,88,1,3,1,2,7,12,6,12,,12,3,,2,3,3,1,,,2,,3,1,1,1,1,1,1,9,4,4,3,3,4,4,4,3,5,3,4,9
"07170200104",0,7,17,2,2,1,1,4,1,8,13,1,11,11,11,5,4,5,1,2,3,1,,,2,,1,1,1,1,1,1,1,3,5,5,4,5,4,5,4,4,5,3,4,5
"07170200803",1,7,17,2,8,88,8,3,1,2,7,74,7,12,6,3,4,,3,3,1,2,10,,2,,1,1,1,1,1,1,1,3,5,5,5,4,1,2,4,2,4,3,3,3
"07170301401",1,7,17,3,8,88,14,1,1,2,12,7,6,11,12,3,4,2,2,3,1,1,,,2,,1,1,1,1,1,1,3,3,5,5,5,5,4,5,4,4,5,3,5,1
"07170402501",1,7,17,4,8,88,25,1,1,2,12,42,6,11,7,2,2,2,3,3,3,1,,,2,,3,4,1,1,1,1,3,9,5,5,5,5,4,2,2,4,3,4,3,9
"07180100101",1,7,18,1,8,88,1,1,1,7,72,27,6,7,12,2,10,1,1,3,3,2,20,,2,,1,4,1,1,1,1,1,9,4,4,3,4,2,4,3,4,4,3,4,4
"07180101001",1,7,18,1,8,88,10,1,1,2,7,62,6,11,12,2,10,3,1,3,3,1,,,2,,1,1,1,1,1,1,1,3,5,5,5,5,5,2,5,2,2,2,4,4
"07180102302",1,7,18,1,8,88,23,2,1,1,8,2,6,7,,1,2,3,1,3,3,1,,,2,,1,2,1,1,1,1,2,3,2,2,2,2,2,2,4,2,4,2,4,3
"07190100701",1,7,19,1,8,88,7,1,1,2,13,7,4,11,,4,3,,1,3,1,1,,,2,,3,3,3,1,3,3,1,3,5,5,3,5,3,5,9,4,4,3,3,3
"07190102302",1,7,19,1,8,88,23,2,1,13,15,8,11,11,12,2,2,5,3,1,1,1,,,1,21,3,3,3,1,1,1,1,1,5,5,9,5,5,5,3,5,5,3,3,5
"07200101203",1,7,20,1,8,88,12,3,1,1,8,15,10,10,10,4,4,4,2,2,1,1,,,2,,1,2,1,1,1,1,1,1,5,5,4,4,3,4,4,4,5,4,5,3
"07200203802",1,7,20,2,8,88,38,2,1,2,38,6,8,9,10,3,4,,3,3,1,1,,,1,200,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,9
"07200500107",0,7,20,5,8,88,1,7,1,8,2,7,10,7,11,2,4,4,2,3,1,1,,,2,,1,1,1,1,1,1,3,1,5,5,5,5,4,4,4,4,4,5,5,5
"07200500604",1,7,20,5,8,88,6,4,1,8,2,6,10,9,8,2,2,3,2,2,2,1,,,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"07200800805",1,7,20,8,8,88,8,5,1,7,2,8,11,9,11,3,3,3,2,2,2,1,,,2,,1,2,1,1,1,1,1,1,1,1,1,3,4,5,4,4,4,3,3,3
"07210103003",1,7,21,1,8,88,30,3,1,2,7,38,8,12,9,3,3,3,1,3,1,1,,,2,,3,2,3,1,1,1,2,1,1,1,1,1,2,2,3,2,2,2,4,9
"07210106202",1,7,21,1,8,88,62,2,1,2,7,38,8,12,10,3,3,3,3,3,1,1,,,2,,3,2,3,1,1,1,2,2,4,4,4,4,4,4,4,2,4,4,4,4
"12010100401",1,12,1,1,8,88,4,1,1,2,6,26,6,12,,2,9,,3,3,3,1,,,2,,4,4,1,1,9,9,9,9,3,2,9,9,1,1,9,9,4,9,3,9
"12010200401",1,12,1,2,8,88,4,1,1,2,27,6,9,8,11,3,11,3,2,2,2,1,,,2,,4,1,1,1,9,3,3,3,4,4,3,4,4,4,3,3,4,3,3,4
"12010200901",1,12,1,2,8,88,9,1,1,2,6,24,8,9,10,3,2,4,2,3,2,1,,,1,25,4,1,1,1,9,1,3,3,3,4,9,4,4,3,9,9,4,3,3,3
"12010300103",0,12,1,3,1,1,1,3,1,2,6,63,8,9,9,12,12,11,2,3,3,1,,,2,,4,1,4,1,9,3,3,9,4,4,3,4,3,3,3,9,4,3,9,4
"12020101701",1,12,2,1,8,88,17,1,1,2,78,,2,3,9,6,7,12,2,3,3,1,,,2,,4,1,4,1,9,9,9,1,2,9,9,9,4,4,9,9,4,9,9,9
"12020300401",1,12,2,3,8,88,4,1,1,2,6,,9,10,12,1,6,,3,3,3,1,,,2,,4,1,1,1,9,3,9,9,4,4,9,4,3,3,9,9,3,9,9,3
"12030100107",1,12,3,1,8,88,1,7,1,72,74,6,9,10,,2,3,4,2,2,3,1,,,2,,4,4,1,1,9,9,9,9,4,4,4,4,4,4,3,4,4,3,3,4
"12030100704",1,12,3,1,8,88,7,4,1,2,6,72,7,11,8,1,4,4,3,2,2,2,5,,1,15,4,4,4,1,9,9,2,9,4,3,9,3,4,4,9,9,4,3,9,3
"12030201002",1,12,3,2,8,88,10,2,1,6,2,72,11,7,10,5,12,4,1,2,2,1,,,2,,4,4,4,1,9,9,1,9,4,4,9,4,4,4,9,9,4,3,4,5
"12030240301",1,12,3,2,8,88,403,1,1,72,84,42,10,10,10,2,3,4,1,3,3,2,5,,2,,1,1,1,2,1,1,1,1,4,4,9,9,4,4,3,3,4,3,4,3
"12040101602",1,12,4,1,8,88,16,2,1,2,6,63,3,9,,6,12,,3,3,1,1,,,2,,4,4,4,1,9,9,9,9,3,9,9,3,3,3,9,9,3,9,3,9
"13010100102",1,13,1,1,8,88,1,2,1,71,6,2,7,8,,1,4,,2,1,1,1,,,1,100,2,1,1,1,3,3,3,3,4,4,3,4,4,4,3,4,4,3,3,3
"13010100303",1,13,1,1,8,88,3,3,1,71,6,2,7,8,,1,4,,3,3,1,1,,,2,,2,1,1,1,1,1,3,3,4,3,3,3,4,4,3,4,3,3,3,3
"13010100405",1,13,1,1,8,88,4,5,1,71,6,2,7,8,,1,4,,3,3,1,1,,,2,,2,1,1,1,1,1,3,3,4,3,3,3,4,4,3,3,3,3,3,3
"13010100601",1,13,1,1,8,88,6,1,1,71,6,2,8,9,10,3,4,5,2,1,1,1,,,1,400,1,1,1,1,3,2,3,3,2,3,3,3,4,3,3,3,3,9,3,9
"13010100704",1,13,1,1,8,88,7,4,1,12,6,2,8,9,10,2,3,4,2,3,1,1,,,1,900,1,1,1,1,1,3,3,3,4,1,4,4,4,4,3,1,5,4,4,4
"13010100905",1,13,1,1,8,88,9,5,1,24,6,2,8,9,10,2,3,4,2,2,1,1,,,1,400,1,1,1,1,1,1,3,1,1,1,1,1,4,4,2,2,3,4,4,4
"13010101103",1,13,1,1,8,88,11,3,1,6,2,12,8,9,8,2,3,4,2,3,2,1,,,1,150,2,1,1,1,1,1,3,1,2,2,2,2,4,4,2,4,5,5,3,4
"13010101304",1,13,1,1,8,88,13,4,1,6,2,8,8,9,10,3,5,6,2,3,1,1,,,1,50,1,2,1,1,3,3,3,3,4,4,3,3,3,4,3,3,4,3,4,9
"13010101405",1,13,1,1,8,88,14,5,1,71,6,2,8,9,,4,3,,2,2,2,1,,,1,400,1,1,1,1,3,3,9,3,4,4,4,3,5,5,4,4,3,4,5,3
"13010101603",1,13,1,1,8,88,16,3,1,6,24,71,8,9,10,2,3,4,2,3,1,2,,,1,700,1,1,1,1,1,1,1,1,5,4,4,5,5,4,4,3,4,4,3,3
"15010200404",1,15,1,2,8,88,4,4,1,6,71,63,8,7,4,1,5,7,3,3,1,1,,,1,300,2,1,1,1,3,3,1,3,3,4,4,4,1,4,3,1,4,1,2,3
"15010200704",1,15,1,2,8,88,7,4,1,6,72,71,8,11,11,3,5,5,1,3,1,1,,,1,400,1,1,1,1,2,2,9,3,2,5,4,4,4,4,3,3,4,3,1,4
"15010201002",1,15,1,2,8,88,10,2,1,6,27,12,8,10,11,2,2,3,1,3,1,1,,,2,,4,1,1,1,3,3,3,1,3,4,4,4,2,3,3,4,4,3,1,3
"15010201201",1,15,1,2,8,88,12,1,1,6,12,2,8,9,10,3,2,2,3,3,1,1,,,2,,4,1,1,1,9,2,9,2,2,2,2,2,2,9,1,1,2,1,5,4
"15010201401",1,15,1,2,8,88,14,1,1,6,24,71,8,7,8,3,2,3,3,3,1,1,,,1,20,3,1,1,1,2,3,3,3,3,1,1,4,3,5,4,2,4,1,4,3
"15010201605",1,15,1,2,8,88,16,5,1,6,58,24,8,7,8,3,2,2,3,3,1,1,,,1,400,3,1,3,1,2,1,1,1,1,1,1,1,1,5,1,2,4,2,5,4
"15010201805",1,15,1,2,8,88,18,5,1,6,2,63,8,10,5,3,2,8,3,2,1,1,,,1,216,4,1,1,1,2,2,1,2,2,2,3,2,2,4,4,2,3,9,2,2
"15010202404",1,15,1,2,8,88,24,4,1,6,63,2,8,11,11,3,2,1,3,3,1,1,,,1,100,3,1,1,1,2,1,3,2,5,5,5,5,1,4,1,2,5,3,4,4
"15010202801",1,15,1,2,8,88,28,1,1,6,2,,8,6,,3,12,,3,3,1,1,,,1,124,2,1,1,1,3,3,2,2,3,4,3,4,2,4,2,4,4,4,4,3
"15010203102",1,15,1,2,8,88,31,2,1,2,6,,8,9,,11,2,,3,3,1,2,0,0,2,,1,1,1,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,4,3
