"holder_id","household_id","ea_id","rural","pw","parcel_id","field_id","saq01","saq02","saq03","saq04","saq05","saq06","ph_saq07","crop_name","crop_code","ph_s9q01","ph_s9q02_a","ph_s9q02_b","ph_s9q03_a","ph_s9q03_b","ph_s9q04_a","ph_s9q04_b","ph_s9q05_a","ph_s9q05_b","ph_s9q06","ph_s9q07","ph_s9q08_a","ph_s9q08_b","ph_s9q09","ph_s9q10","ph_s9q11","ph_s9q12_a","ph_s9q12_b","ph_s9q13_a","ph_s9q13_b"
"0712010280204701","07120102802047","07120102802",1,582.166931152344,4,1,7,12,1,28,2,47,1,"HORSE BEANS",13,1,13,3,0,540,30,3,0,540,2,2,,,2,,,250,0,3,3
"0712010280204701","07120102802047","07120102802",1,582.166931152344,5,1,7,12,1,28,2,47,1,"WHEAT",8,2,,,,,,,,,2,2,,,2,,,250,0,3,4
"0712010280204701","07120102802047","07120102802",1,582.166931152344,5,2,7,12,1,28,2,47,1,"BARLEY",1,2,,,,,,,,,2,2,,,2,,,68,0,3,3
"0712010280204701","07120102802047","07120102802",1,582.166931152344,6,1,7,12,1,28,2,47,1,"TEFF",7,2,,,,,,,,,2,2,,,2,,,150,0,3,4
"0712010280204701","07120102802047","07120102802",1,582.166931152344,7,1,7,12,1,28,2,47,1,"MAIZE",2,2,,,,,,,,,2,2,,,2,,,500,0,4,4
"0712010280204701","07120102802047","07120102802",1,582.166931152344,7,2,7,12,1,28,2,47,1,"WHEAT",8,2,,,,,,,,,2,2,,,2,,,225,0,3,4
"0712010280204701","07120102802047","07120102802",1,582.166931152344,7,3,7,12,1,28,2,47,1,"TEFF",7,2,,,,,,,,,2,2,,,2,,,68,0,3,4
"0712010280204701","07120102802047","07120102802",1,582.166931152344,7,7,7,12,1,28,2,47,1,"MAIZE",2,2,,,,,,,,,2,2,,,2,,,17,0,3,4
"0712010280204701","07120102802047","07120102802",1,582.166931152344,7,8,7,12,1,28,2,47,1,"SORGHUM",6,2,,,,,,,,,2,2,,,2,,,120,0,3,4
"0712010280206201","07120102802062","07120102802",1,582.166931152344,1,1,7,12,1,28,2,62,1,"TEFF",7,1,25,3,0,180,11,4,0,170,,,,,1,13,40,50,0,3,3
"0712010280206201","07120102802062","07120102802",1,582.166931152344,1,2,7,12,1,28,2,62,1,"MAIZE",2,2,,,,,,,,,,,,,,,,0,100,3,3
"0712010280206201","07120102802062","07120102802",1,582.166931152344,1,11,7,12,1,28,2,62,1,"FENUGREEK",36,1,25,3,0,70,11,4,0,60,,,,,,,,0,90,3,3
"0712010280206201","07120102802062","07120102802",1,582.166931152344,1,14,7,12,1,28,2,62,1,"FENUGREEK",36,1,25,3,0,60,11,4,0,50,,,,,,,,0,80,3,3
"0712010280206201","07120102802062","07120102802",1,582.166931152344,1,19,7,12,1,28,2,62,1,"MAIZE",2,2,,,,,,,,,,,,,,,,14,0,3,4
"0712010280206201","07120102802062","07120102802",1,582.166931152344,1,19,7,12,1,28,2,62,1,"HORSE BEANS",13,2,,,,,,,,,,,,,,,,9,0,3,4
"0712010280206201","07120102802062","07120102802",1,582.166931152344,1,21,7,12,1,28,2,62,1,"MAIZE",2,2,,,,,,,,,,,,,,,,26,0,3,3
"0712010280206201","07120102802062","07120102802",1,582.166931152344,1,23,7,12,1,28,2,62,1,"MAIZE",2,2,,,,,,,,,,,,,,,,18,0,3,4
"0712010280206201","07120102802062","07120102802",1,582.166931152344,1,26,7,12,1,28,2,62,1,"MAIZE",2,2,,,,,,,,,,,,,,,,30,0,3,4
"0712010280206201","07120102802062","07120102802",1,582.166931152344,2,1,7,12,1,28,2,62,1,"WHEAT",8,2,,,,,,,,,,,,,,,,100,0,3,4
"0712010280206201","07120102802062","07120102802",1,582.166931152344,3,1,7,12,1,28,2,62,1,"WHEAT",8,2,,,,,,,,,,,,,,,,300,0,3,3
"0712010280206201","07120102802062","07120102802",1,582.166931152344,4,1,7,12,1,28,2,62,1,"MAIZE",2,2,,,,,,,,,,,,,,,,200,0,3,4
"0712010280206201","07120102802062","07120102802",1,582.166931152344,4,2,7,12,1,28,2,62,1,"HORSE BEANS",13,2,,,,,,,,,,,,,,,,150,0,3,3
"0712010280206201","07120102802062","07120102802",1,582.166931152344,5,1,7,12,1,28,2,62,1,"TEFF",7,2,,,,,,,,,,,,,,,,200,0,3,4
"0712010280206201","07120102802062","07120102802",1,582.166931152344,6,1,7,12,1,28,2,62,1,"TEFF",7,2,,,,,,,,,,,,,,,,350,0,3,4
"0712010280207701","07120102802077","07120102802",1,582.166931152344,1,2,7,12,1,28,2,77,1,"MAIZE",2,2,,,,,,,,,,,,,,,,10,0,3,4
"0712010280207701","07120102802077","07120102802",1,582.166931152344,1,3,7,12,1,28,2,77,1,"BARLEY",1,1,12,4,0,330,,,,,2,2,,,2,,,12,0,3,4
"0712010280207701","07120102802077","07120102802",1,582.166931152344,1,6,7,12,1,28,2,77,1,"WHEAT",8,2,,,,,,,,,,,,,,,,30,0,3,4
"0712010280207701","07120102802077","07120102802",1,582.166931152344,3,1,7,12,1,28,2,77,1,"WHEAT",8,1,12,4,0,790,,,,,2,2,,,2,,,200,0,3,4
"0712010280209201","07120102802092","07120102802",1,582.166931152344,1,9,7,12,1,28,2,92,1,"MAIZE",2,2,,,,,,,,,,,,,,,,4,500,3,4
"0712010280209201","07120102802092","07120102802",1,582.166931152344,2,1,7,12,1,28,2,92,1,"BARLEY",1,2,,,,,,,,,,,,,,,,100,500,3,4
"0712010280209201","07120102802092","07120102802",1,582.166931152344,2,2,7,12,1,28,2,92,1,"HORSE BEANS",13,2,,,,,,,,,,,,,,,,100,50,3,4
"0712010280209201","07120102802092","07120102802",1,582.166931152344,3,1,7,12,1,28,2,92,1,"BARLEY",1,1,21,2,0,720,8,3,0,660,2,2,,,2,,,200,0,2,3
"0712010280209201","07120102802092","07120102802",1,582.166931152344,3,2,7,12,1,28,2,92,1,"WHEAT",8,2,,,,,,,,,,,,,,,,360,0,3,4
"0712010280209201","07120102802092","07120102802",1,582.166931152344,4,1,7,12,1,28,2,92,1,"TEFF",7,2,,,,,,,,,,,,,,,,150,0,3,4
"0712010280209201","07120102802092","07120102802",1,582.166931152344,4,2,7,12,1,28,2,92,1,"WHEAT",8,2,,,,,,,,,,,,,,,,50,0,3,4
"0712010280209201","07120102802092","07120102802",1,582.166931152344,5,1,7,12,1,28,2,92,1,"TEFF",7,2,,,,,,,,,,,,,,,,100,0,3,4
"0712010280209201","07120102802092","07120102802",1,582.166931152344,6,1,7,12,1,28,2,92,1,"HORSE BEANS",13,1,11,4,0,590,,,,,2,2,,,2,,,250,0,2,3
"0712010280209201","07120102802092","07120102802",1,582.166931152344,6,2,7,12,1,28,2,92,1,"WHEAT",8,2,,,,,,,,,,,,,,,,100,500,3,4
"0712010280210701","07120102802107","07120102802",1,582.166931152344,1,2,7,12,1,28,2,107,1,"BARLEY",1,2,,,,,,,,,,,,,,,,86,0,3,3
"0712010280210701","07120102802107","07120102802",1,582.166931152344,1,4,7,12,1,28,2,107,1,"TEFF",7,2,,,,,,,,,,,,,,,,8,0,3,3
"0712010280210701","07120102802107","07120102802",1,582.166931152344,1,5,7,12,1,28,2,107,1,"TEFF",8,2,,,,,,,,,,,,,,,,34,0,3,3
"0712010280210701","07120102802107","07120102802",1,582.166931152344,1,6,7,12,1,28,2,107,1,"TEFF",7,2,,,,,,,,,,,,,,,,13,0,3,3
"0712010280210701","07120102802107","07120102802",1,582.166931152344,1,8,7,12,1,28,2,107,1,"TEFF",7,2,,,,,,,,,,,,,,,,17,0,3,4
"0712010280210701","07120102802107","07120102802",1,582.166931152344,1,10,7,12,1,28,2,107,1,"SORGHUM",6,2,,,,,,,,,,,,,,,,20,0,4,4
"0712010280210701","07120102802107","07120102802",1,582.166931152344,1,10,7,12,1,28,2,107,1,"RAPE SEED",26,2,,,,,,,,,,,,,,,,12,0,3,3
"0712010280210701","07120102802107","07120102802",1,582.166931152344,1,12,7,12,1,28,2,107,1,"HARICOT BEANS",12,2,,,,,,,,,,,,,,,,3,0,4,4
"0712010280210701","07120102802107","07120102802",1,582.166931152344,1,18,7,12,1,28,2,107,1,"RAPE SEED",26,2,,,,,,,,,,,,,,,,67,0,3,3
"0712010280210701","07120102802107","07120102802",1,582.166931152344,2,1,7,12,1,28,2,107,1,"HORSE BEANS",13,2,,,,,,,,,,,,,,,,17,0,3,3
"0712010280210701","07120102802107","07120102802",1,582.166931152344,2,2,7,12,1,28,2,107,1,"FIELD PEAS",15,1,18,2,0,520,7,3,0,500,,,,,,,,85,0,3,3
"0712010280210701","07120102802107","07120102802",1,582.166931152344,3,1,7,12,1,28,2,107,1,"TEFF",7,2,,,,,,,,,,,,,,,,60,0,3,3
"0712010280210701","07120102802107","07120102802",1,582.166931152344,4,1,7,12,1,28,2,107,1,"WHEAT",8,2,,,,,,,,,,,,,,,,100,0,3,3
"0712010280210701","07120102802107","07120102802",1,582.166931152344,5,1,7,12,1,28,2,107,1,"TEFF",7,2,,,,,,,,,,,,,,,,200,0,3,4
"0712010280210701","07120102802107","07120102802",1,582.166931152344,5,2,7,12,1,28,2,107,1,"MAIZE",2,2,,,,,,,,,,,,,,,,133,0,3,3
"0712010280210701","07120102802107","07120102802",1,582.166931152344,5,3,7,12,1,28,2,107,1,"WHEAT",8,1,5,3,1,170,20,3,1,140,,,,,,,,250,0,3,
"0712010280210701","07120102802107","07120102802",1,582.166931152344,6,1,7,12,1,28,2,107,1,"TEFF",7,2,,,,,,,,,,,,,,,,400,0,3,3
"0712010280212201","07120102802122","07120102802",1,582.166931152344,1,4,7,12,1,28,2,122,1,"MAIZE",2,,,,,,,,,,2,2,,,,,,100,0,3,4
"0712010280212201","07120102802122","07120102802",1,582.166931152344,1,4,7,12,1,28,2,122,1,"RAPE SEED",26,1,23,3,0,140,10,4,0,,2,2,,,,,,12,0,3,3
"0712010280212201","07120102802122","07120102802",1,582.166931152344,1,9,7,12,1,28,2,122,1,"SORGHUM",6,2,,,,,,,,,2,2,,,,,,28,0,3,4
"0712010280212201","07120102802122","07120102802",1,582.166931152344,2,1,7,12,1,28,2,122,1,"TEFF",7,1,23,3,0,690,10,4,0,660,2,2,,,,,,300,500,3,4
"0712010280212201","07120102802122","07120102802",1,582.166931152344,3,1,7,12,1,28,2,122,1,"TEFF",7,2,,,,,,,,,2,2,,,,,,1500,0,3,3
"0712010280213701","07120102802137","07120102802",1,582.166931152344,1,6,7,12,1,28,2,137,1,"MAIZE",2,2,,,,,,,,,,,,,,,,6,0,4,4
"0712010280213701","07120102802137","07120102802",1,582.166931152344,2,1,7,12,1,28,2,137,1,"WHEAT",8,2,,,,,,,,,,,,,,,,180,0,3,4
"0712010280213701","07120102802137","07120102802",1,582.166931152344,2,2,7,12,1,28,2,137,1,"TEFF",7,2,,,,,,,,,,,,,,,,250,0,3,3
"0713010130101501","07130101301015","07130101301",1,1546.44384765625,1,3,7,13,1,13,1,15,1,,6,1,14,4,0,110,29,4,0,90,2,2,,,1,2,35,25,0,4,4
"0713010130101501","07130101301015","07130101301",1,1546.44384765625,1,9,7,13,1,13,1,15,1,,6,1,14,4,0,420,29,4,0,370,2,2,,,2,,,50,0,4,4
"0713010130101501","07130101301015","07130101301",1,1546.44384765625,1,9,7,13,1,13,1,15,1,,15,2,,,,,,,,,,,,,,,,,,,
"0713010130101501","07130101301015","07130101301",1,1546.44384765625,1,13,7,13,1,13,1,15,1,,6,1,14,4,0,230,29,4,0,170,2,2,,,2,,,50,0,4,4
"0713010130101501","07130101301015","07130101301",1,1546.44384765625,1,13,7,13,1,13,1,15,1,,62,2,,,,,,,,,,,,,,,,,,,
"0713010130101501","07130101301015","07130101301",1,1546.44384765625,1,14,7,13,1,13,1,15,1,,6,1,14,4,0,270,29,4,0,200,2,2,,,2,,,40,0,4,4
"0713010130101501","07130101301015","07130101301",1,1546.44384765625,2,4,7,13,1,13,1,15,1,,12,1,10,3,0,370,25,3,0,290,2,2,,,2,,,50,0,3,3
"0713010130102101","07130101301021","07130101301",1,1546.44384765625,1,3,7,13,1,13,1,21,1,,2,1,5,4,0,660,20,4,0,540,2,2,,,2,,,25,0,4,4
"0713010130102101","07130101301021","07130101301",1,1546.44384765625,1,3,7,13,1,13,1,21,1,,98,1,,,,,,,,,,,,,,,,,,,
"0713010130102101","07130101301021","07130101301",1,1546.44384765625,2,1,7,13,1,13,1,21,1,,7,1,14,3,0,230,29,3,0,200,2,2,,,2,,,300,0,3,3
"0713010130102101","07130101301021","07130101301",1,1546.44384765625,2,2,7,13,1,13,1,21,1,,2,1,1,4,0,720,16,4,0,620,2,2,,,2,,,50,0,4,4
"0713010130105701","07130101301057","07130101301",1,1546.44384765625,2,1,7,13,1,13,1,57,1,,7,1,30,3,0,300,15,4,0,250,2,2,,,1,2,30,300,0,3,3
"0713010130109301","07130101301093","07130101301",1,1546.44384765625,2,1,7,13,1,13,1,93,1,,7,1,6,3,0,340,21,3,0,260,2,2,,,2,,,300,0,3,3
"0713010130114701","07130101301147","07130101301",1,1546.44384765625,2,1,7,13,1,13,1,147,1,,7,1,17,3,0,190,12,4,0,170,2,2,,,2,,,300,0,3,3
"0713010130116501","07130101301165","07130101301",1,1546.44384765625,2,2,7,13,1,13,1,165,1,,12,1,14,3,0,180,29,3,0,160,2,2,,,1,2,50,25,0,3,3
"0713010250500101","07130102505001","07130102505",1,1314.47729492188,2,1,7,13,1,25,5,1,1,,7,1,8,3,0,430,23,3,0,290,2,2,,,2,,,100,0,3,3
"0713010250501101","07130102505011","07130102505",1,1314.47729492188,3,2,7,13,1,25,5,11,1,,1,1,28,3,0,340,13,4,0,270,2,2,,,2,,,100,550,3,4
"0713010250501101","07130102505011","07130102505",1,1314.47729492188,4,1,7,13,1,25,5,11,1,,2,1,29,3,0,60,14,4,0,20,2,2,,,2,,,20,250,3,4
"0713010250501101","07130102505011","07130102505",1,1314.47729492188,4,1,7,13,1,25,5,11,1,,12,1,13,3,0,180,28,3,0,160,2,2,,,2,,,50,0,3,3
"0713010250501601","07130102505016","07130102505",1,1314.47729492188,2,1,7,13,1,25,5,16,1,,2,1,30,3,0,650,15,4,0,430,2,2,,,2,,,200,0,3,4
"0713010250501601","07130102505016","07130102505",1,1314.47729492188,2,1,7,13,1,25,5,16,1,,12,1,13,3,0,110,28,3,0,90,2,2,,,2,,,50,0,3,3
"0713010250502601","07130102505026","07130102505",1,1314.47729492188,4,3,7,13,1,25,5,26,1,,2,1,29,3,0,980,14,4,0,670,2,2,,,2,,,150,0,3,4
"0713010250502601","07130102505026","07130102505",1,1314.47729492188,5,1,7,13,1,25,5,26,1,,2,1,29,3,0,390,14,4,0,350,2,2,,,2,,,90,0,3,4
"0713010250502601","07130102505026","07130102505",1,1314.47729492188,5,1,7,13,1,25,5,26,1,,12,1,8,3,0,60,23,3,0,40,2,2,,,2,,,20,0,3,3
"0713010250502601","07130102505026","07130102505",1,1314.47729492188,6,1,7,13,1,25,5,26,1,,7,1,13,3,0,360,28,3,0,240,2,2,,,2,,,250,0,3,3
"0713010250503101","07130102505031","07130102505",1,1314.47729492188,1,4,7,13,1,25,5,31,1,,1,1,27,3,0,490,12,4,0,370,2,2,,,2,,,125,0,3,4
"0713010250504601","07130102505046","07130102505",1,1314.47729492188,2,2,7,13,1,25,5,46,1,,2,1,30,3,0,230,15,4,0,170,2,2,,,1,13,25,80,0,3,4
"0713010250504601","07130102505046","07130102505",1,1314.47729492188,2,2,7,13,1,25,5,46,1,,12,1,14,3,0,40,29,3,0,20,2,2,,,1,13,25,40,0,3,3
"0713010250506101","07130102505061","07130102505",1,1314.47729492188,2,1,7,13,1,25,5,61,1,,7,1,14,3,0,620,29,3,0,470,2,2,,,2,,,100,250,3,3
"0713010250507601","07130102505076","07130102505",1,1314.47729492188,1,3,7,13,1,25,5,76,1,,1,1,27,3,0,380,12,4,0,250,2,2,,,2,,,100,0,3,4
"0713010250507601","07130102505076","07130102505",1,1314.47729492188,1,6,7,13,1,25,5,76,1,,12,1,27,3,0,100,12,4,0,70,2,2,,,1,13,60,50,0,3,4
"0713010250512101","07130102505121","07130102505",1,1314.47729492188,1,7,7,13,1,25,5,121,1,,6,1,28,3,0,80,13,4,0,60,2,2,,,1,13,70,20,0,3,4
"0713010250513601","07130102505136","07130102505",1,1314.47729492188,2,1,7,13,1,25,5,136,1,,2,2,,,,,,,,,,,,,1,13,100,0,0,,
"0713010250513601","07130102505136","07130102505",1,1314.47729492188,2,1,7,13,1,25,5,136,1,,12,1,13,3,0,180,28,3,0,110,2,2,,,1,13,33,40,0,3,3
"0714010040202601","07140100402026","07140100402",1,321.014465332031,6,2,7,14,1,4,2,26,1,"WHEAT",8,,,,,,,,,,,,,,,,,,,,
"0714010040202601","07140100402026","07140100402",1,321.014465332031,6,3,7,14,1,4,2,26,1,"BARLEY",1,,,,,,,,,,,,,,,,,,,,
"0714010040202601","07140100402026","07140100402",1,321.014465332031,6,4,7,14,1,4,2,26,1,"SUNFLOWER",28,,,,,,,,,,,,,,,,,,,,
"0714010040208901","07140100402089","07140100402",1,321.014465332031,2,3,7,14,1,4,2,89,1,"TEFF",7,1,28,3,0,480,14,4,0,410,2,1,2,,1,1,30,400,0,3,5
"0714010040217501","07140100402175","07140100402",1,321.014465332031,2,5,7,14,1,4,2,175,1,"HARICOT BEANS",12,1,20,4,0,300,,,,,2,1,2,,1,,,250,0,4,5
"0714010130300601","07140101303006","07140101303",1,265.150848388672,1,6,7,14,1,13,3,6,1,,2,1,11,2,0,530,27,2,0,280,1,1,2,4,1,2,50,50,0,2,2
"0714010130300601","07140101303006","07140101303",1,265.150848388672,1,9,7,14,1,13,3,6,1,,1,1,27,4,0,630,12,5,0,430,2,2,,,2,,,25,0,4,5
"0714010130300601","07140101303006","07140101303",1,265.150848388672,1,10,7,14,1,13,3,6,1,,8,1,27,4,0,750,12,5,0,520,2,2,,,2,,,100,0,4,5
"0714010130301801","07140101303018","07140101303",1,265.150848388672,2,1,7,14,1,13,3,18,1,,2,1,11,2,0,430,27,2,0,320,1,2,,,1,2,33,100,0,2,2
"0714010130301801","07140101303018","07140101303",1,265.150848388672,4,1,7,14,1,13,3,18,1,,6,1,16,5,0,500,1,6,0,300,2,1,2,4,1,2,50,30,0,5,6
"0714010130302401","07140101303024","07140101303",1,265.150848388672,1,5,7,14,1,13,3,24,1,,2,1,12,3,0,480,28,3,0,410,1,2,,,1,2,33,50,0,3,3
"0714010130303601","07140101303036","07140101303",1,265.150848388672,1,3,7,14,1,13,3,36,1,"ENSET",74,1,3,2,,,,,,,,,,,,,,,,2,
"0714010130303601","07140101303036","07140101303",1,265.150848388672,1,7,7,14,1,13,3,36,1,,2,1,12,3,0,600,28,3,0,460,1,1,2,4,1,2,50,60,0,3,3
"0714010130303601","07140101303036","07140101303",1,265.150848388672,1,9,7,14,1,13,3,36,1,,2,1,12,3,0,400,28,3,0,380,1,1,2,4,1,2,33,40,0,3,3
"0714010130303601","07140101303036","07140101303",1,265.150848388672,2,1,7,14,1,13,3,36,1,"MAIZE",2,1,3,1,1,,,,1,820,,,,,,,,,,,
"0714010130303601","07140101303036","07140101303",1,265.150848388672,2,1,7,14,1,13,3,36,1,"ENSET",74,1,3,2,,,,,,,,,,,,,,,,2,
"0714010130303601","07140101303036","07140101303",1,265.150848388672,2,2,7,14,1,13,3,36,1,"MAIZE",2,1,3,1,,,,,1,820,,,,,,,,,,,
"0714010130303601","07140101303036","07140101303",1,265.150848388672,2,2,7,14,1,13,3,36,1,"KALE",56,1,3,2,,,,,,,,,,,,,,,,,
"0714010130303601","07140101303036","07140101303",1,265.150848388672,2,2,7,14,1,13,3,36,1,"COFFEE",72,1,3,2,,,,,,,,,,,,,,,,,
"0714010130303601","07140101303036","07140101303",1,265.150848388672,3,1,7,14,1,13,3,36,1,"SORGHUM",6,1,3,1,,,,,1,760,,,,,,,,,,,
"0714010130304201","07140101303042","07140101303",1,265.150848388672,3,1,7,14,1,13,3,42,1,,6,1,16,5,0,470,1,6,0,410,2,2,,,2,,,40,0,5,6
"0714010130309601","07140101303096","07140101303",1,265.150848388672,3,1,7,14,1,13,3,96,1,,1,1,27,4,0,380,12,5,0,340,2,2,,,2,,,15,0,4,5
"0714010130309601","07140101303096","07140101303",1,265.150848388672,3,2,7,14,1,13,3,96,1,,15,1,27,4,0,700,12,5,0,650,2,2,,,2,,,100,0,4,5
"0714010130311401","07140101303114","07140101303",1,265.150848388672,2,2,7,14,1,13,3,114,1,,6,1,16,5,0,410,1,6,0,320,2,1,2,4,1,2,50,20,0,5,6
"0714010130313201","07140101303132","07140101303",1,265.150848388672,2,1,7,14,1,13,3,132,1,,6,1,16,5,0,370,1,6,0,330,2,2,,,2,,,200,0,5,6
"0714010130313201","07140101303132","07140101303",1,265.150848388672,3,1,7,14,1,13,3,132,1,,6,1,16,5,0,480,1,6,0,440,2,2,,,2,,,100,0,5,6
"0715010070400301","07150100704003","07150100704",1,1595.94213867188,1,4,7,15,1,7,4,3,1,"HARICOT BEANS",12,1,14,3,0,600,29,3,0,,2,2,,,2,,,10,0,3,4
"0715010070405801","07150100704058","07150100704",1,1595.94213867188,3,1,7,15,1,7,4,58,1,"SORGHUM",6,1,27,3,0,490,13,4,0,470,2,2,,,2,,,60,0,3,5
"0715010070405801","07150100704058","07150100704",1,1595.94213867188,8,2,7,15,1,7,4,58,1,"BARLEY",1,1,11,3,1,0,27,3,1,0,2,2,,,2,,,,,,
"0715010070405801","07150100704058","07150100704",1,1595.94213867188,13,1,7,15,1,7,4,58,1,"MAIZE",2,,,,,,,,,,,,,,,,,,,,
"0715010070409401","07150100704094","07150100704",1,1595.94213867188,2,2,7,15,1,7,4,94,1,"BARLEY",1,1,11,3,0,280,27,3,0,280,2,2,,,1,5,75,4,0,3,4
"0715010070409401","07150100704094","07150100704",1,1595.94213867188,3,1,7,15,1,7,4,94,1,"SORGHUM",6,1,3,3,0,490,5,4,0,460,2,2,,,2,,,50,0,3,5
"0715010070409401","07150100704094","07150100704",1,1595.94213867188,4,1,7,15,1,7,4,94,1,"HARICOT BEANS",12,1,11,3,0,350,27,3,0,330,2,2,,,1,1,50,34,0,3,4
"0715010070411201","07150100704112","07150100704",1,1595.94213867188,2,1,7,15,1,7,4,112,1,"SORGHUM",6,1,27,3,0,550,13,4,0,520,2,2,,,2,,,250,0,3,5
"0715010070414801","07150100704148","07150100704",1,1595.94213867188,2,1,7,15,1,7,4,148,1,"MAIZE",2,,,,,,,,,,,,,,,,,,,,
"0715010070416601","07150100704166","07150100704",1,1595.94213867188,8,1,7,15,1,7,4,166,1,"MAIZE",2,,,,,,,,,,,,,,,,,,,,
"0715010260900601","07150102609006","07150102609",1,1259.98327636719,1,2,7,15,1,26,9,6,1,,114,,,,,,,,,,,,,,,,,,,,
"0715010260900601","07150102609006","07150102609",1,1259.98327636719,1,3,7,15,1,26,9,6,1,,34,,,,,,,,,,,,,,,,,,,,
"0715010260900601","07150102609006","07150102609",1,1259.98327636719,1,3,7,15,1,26,9,6,1,,78,,,,,,,,,,,,,,,,,,,,
"0715010260900601","07150102609006","07150102609",1,1259.98327636719,1,4,7,15,1,26,9,6,1,,63,,,,,,,,,,,,,,,,,,,,
"0715010260900601","07150102609006","07150102609",1,1259.98327636719,1,5,7,15,1,26,9,6,1,,114,,,,,,,,,,,,,,,,,,,,
"0715010260900601","07150102609006","07150102609",1,1259.98327636719,1,6,7,15,1,26,9,6,1,,114,,,,,,,,,,,,,,,,,,,,
"0715010260900601","07150102609006","07150102609",1,1259.98327636719,1,7,7,15,1,26,9,6,1,,78,,,,,,,,,,,,,,,,,,,,
"0715010260900601","07150102609006","07150102609",1,1259.98327636719,1,7,7,15,1,26,9,6,1,,114,,,,,,,,,,,,,,,,,,,,
"0715010260900601","07150102609006","07150102609",1,1259.98327636719,1,8,7,15,1,26,9,6,1,,34,,,,,,,,,,,,,,,,,,,,
"0715010260900601","07150102609006","07150102609",1,1259.98327636719,1,8,7,15,1,26,9,6,1,,114,,,,,,,,,,,,,,,,,,,,
"0715010260900601","07150102609006","07150102609",1,1259.98327636719,1,9,7,15,1,26,9,6,1,,3,2,,,,,,,,,2,2,,,2,,,1,0,3,3
"0715010260900601","07150102609006","07150102609",1,1259.98327636719,1,9,7,15,1,26,9,6,1,,6,,,,,,,,,,,,,,,,,,,,
"0715010260900601","07150102609006","07150102609",1,1259.98327636719,1,11,7,15,1,26,9,6,1,,73,,,,,,,,,,,,,,,,,,,,
"0715010260900601","07150102609006","07150102609",1,1259.98327636719,1,11,7,15,1,26,9,6,1,,114,,,,,,,,,,,,,,,,,,,,
"0715010260900601","07150102609006","07150102609",1,1259.98327636719,1,12,7,15,1,26,9,6,1,,6,,,,,,,,,,,,,,,,,,,,
"0715010260900601","07150102609006","07150102609",1,1259.98327636719,1,12,7,15,1,26,9,6,1,,54,,,,,,,,,,,,,,,,,,,,
"0715010260900601","07150102609006","07150102609",1,1259.98327636719,2,1,7,15,1,26,9,6,1,,2,,,,,,,,,,,,,,,,,,,,
"0715010260900601","07150102609006","07150102609",1,1259.98327636719,3,1,7,15,1,26,9,6,1,,6,,,,,,,,,,,,,,,,,,,,
"0715010260900601","07150102609006","07150102609",1,1259.98327636719,4,1,7,15,1,26,9,6,1,,6,1,22,4,0,720,7,5,0,530,2,2,,,2,,,200,0,4,5
"0715010260902201","07150102609022","07150102609",1,1259.98327636719,1,3,7,15,1,26,9,22,1,,114,,,,,,,,,,,,,,,,,,,,
"0715010260902201","07150102609022","07150102609",1,1259.98327636719,1,4,7,15,1,26,9,22,1,,54,,,,,,,,,,,,,,,,,,,,
"0715010260902201","07150102609022","07150102609",1,1259.98327636719,1,4,7,15,1,26,9,22,1,,80,,,,,,,,,,,,,,,,,,,,
"0715010260902201","07150102609022","07150102609",1,1259.98327636719,1,5,7,15,1,26,9,22,1,,34,,,,,,,,,,,,,,,,,,,,
"0715010260902201","07150102609022","07150102609",1,1259.98327636719,1,5,7,15,1,26,9,22,1,,114,,,,,,,,,,,,,,,,,,,,
"0715010260902201","07150102609022","07150102609",1,1259.98327636719,1,7,7,15,1,26,9,22,1,,114,,,,,,,,,,,,,,,,,,,,
"0715010260902201","07150102609022","07150102609",1,1259.98327636719,1,8,7,15,1,26,9,22,1,,114,,,,,,,,,,,,,,,,,,,,
"0715010260902201","07150102609022","07150102609",1,1259.98327636719,1,9,7,15,1,26,9,22,1,,63,,,,,,,,,,,,,,,,,,,,
"0715010260902201","07150102609022","07150102609",1,1259.98327636719,1,10,7,15,1,26,9,22,1,,114,,,,,,,,,,,,,,,,,,,,
"0715010260902201","07150102609022","07150102609",1,1259.98327636719,1,11,7,15,1,26,9,22,1,,54,,,,,,,,,,,,,,,,,,,,
"0715010260902201","07150102609022","07150102609",1,1259.98327636719,1,12,7,15,1,26,9,22,1,,34,,,,,,,,,,,,,,,,,,,,
"0715010260902201","07150102609022","07150102609",1,1259.98327636719,1,12,7,15,1,26,9,22,1,,63,,,,,,,,,,,,,,,,,,,,
"0715010260902201","07150102609022","07150102609",1,1259.98327636719,2,1,7,15,1,26,9,22,1,,2,,,,,,,,,,,,,,,,,,,,
"0715010260903001","07150102609030","07150102609",1,1259.98327636719,1,2,7,15,1,26,9,30,1,,63,,,,,,,,,,,,,,,,,,,,
"0715010260903001","07150102609030","07150102609",1,1259.98327636719,1,3,7,15,1,26,9,30,1,,114,,,,,,,,,,,,,,,,,,,,
"0715010260903001","07150102609030","07150102609",1,1259.98327636719,1,4,7,15,1,26,9,30,1,,48,,,,,,,,,,,,,,,,,,,,
"0715010260903001","07150102609030","07150102609",1,1259.98327636719,1,4,7,15,1,26,9,30,1,,114,,,,,,,,,,,,,,,,,,,,
